	st411	st413	st415	st441	st449	st451	st265	st266	st301	st302	st311	st312	st361	st362	st409	st410	st193	st194	st195	st196	st305	st306	st307	st308	st333	st334	st335	st336	st363	st364	st365	st366	st405	st406	st407	st408	st225	st226	st227	st228	st229	st230	st231	st232	st337	st338	st339	st340	st341	st342	st343	st344	st369	st370	st371	st372	st373	st374	st375	st376	st393	st394	st395	st396	st397	st398	st399	st400	st417	st418	st419	st420	st421	st422	st423	st424	st481	st482	st483	st484	st485	st486	st487	st488	st249	st250	st251	st252	st253	st254	st255	st256	st257	st258	st259	st260	st261	st262	st263	st264	st313	st314	st315	st316	st317	st318	st319	st320	st321	st322	st323	st324	st325	st327	st328	st345	st346	st347	st348	st349	st350	st351	st352	st353	st354	st355	st356	st357	st358	st359	st360	st377	st378	st379	st380	st381	st382	st383	st385	st386	st387	st388	st389	st390	st391	st392	st425	st426	st427	st428	st429	st430	st431	st432	st433	st434	st435	st436	st437	st438	st439	st440	st527	st528	st529	st530	st531	st532	st533	st535	st536	st537	st538	st539	st540	st541	st542	st465	st466	st467	st468	st469	st470	st471	st472	st473	st474	st475	st476	st477	st478	st479	st505	st506	st507	st508	st509	st510	st513	st514	st515	st516	st517	st518	st519	st520	st554	st555	st556	st557	st558	st561	st562	st563	st564	st565	st566	st567	st568
ERCC-00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	1	28	3	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	126	0	14	0	86	0	156	75	0	0	0	0	0	0	0	0	2	0	0	305	0	182	0	0	0	0	19	0	0	0	0	0	49	0	225	0	0	0	1	0	0	0	0	0	402	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	343	0	0	0	0	0	1	287	0	0	0	0	0	0	0	0	0	398	0	203	0	2	0	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00150	0	0	0	1	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	425	0	0	0	0	0	0	0	1	1	0	1	956	0	0	0	288	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	713	0	0	0	0	0	0	0	0	953	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00154	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	105	0	35	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	67	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	142	0	0	175	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	1	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	95	24	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	341	1	574	0	1	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	1	402	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	387	403	0	492	572	0	425	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1333	16	0	764	0	0	0	4	0	0	1571	0	0	0	2	1	0	0	0	1257	4	0	2	0	0	0	1	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00160	0	0	0	93	0	0	0	0	0	39	17	0	0	94	0	0	345	0	0	162	0	0	0	2	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	127	0	151	0	548	0	300	0	0	336	0	0	0	0	0	0	453	0	0	270	321	0	434	420	474	253	450	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	363	908	1	0	714	1	1	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	14	778	0	0	0	1	0	0	1	0	0	0	1076	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	756	1	0	1	0	0	281	0	609	1	1	0	0	0	0	6	0	0	0	2	2	1234	0	0	6	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	1	0	1	0	0	0	3	0	0
ERCC-00162	73	88	0	39	0	0	0	0	0	1	2	7	0	41	0	499	245	277	162	89	29	69	0	0	0	0	53	62	167	0	0	183	239	0	0	0	1	25	0	255	0	0	168	0	236	129	0	0	0	161	0	74	139	0	0	1	184	0	172	0	0	0	0	0	0	0	0	0	299	131	151	450	133	21	428	250	0	0	1	0	0	1	0	1	0	0	93	51	103	317	0	1	0	511	0	1	0	0	5	0	129	89	0	0	168	0	0	0	66	198	75	0	437	1076	1	43	97	0	0	0	181	221	0	0	371	393	118	46	0	0	601	225	0	0	0	543	0	0	1	0	0	443	0	1	0	0	47	247	685	621	521	1	2	568	514	1	0	705	508	0	552	113	1	82	1	5	160	401	599	123	110	0	252	164	0	1	0	0	0	0	69	0	346	0	0	0	0	0	0	0	18	0	1	0	735	0	509	0	557	0	8	622	2	270	421	342	0	1	0	0	1	0	2	0	0	0	2	0	0
ERCC-00163	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	218	261	41	88	46	0	0	0	0	0	51	0	121	1	1	0	0	0	0	0	0	93	1	0	0	440	0	0	0	0	83	153	30	116	0	90	0	362	1	0	0	0	0	1	0	312	0	0	0	0	0	0	142	295	290	71	0	353	294	156	0	0	0	0	0	0	0	0	0	0	199	1	1	0	1	1	0	562	0	0	454	0	0	3	0	97	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	94	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	619	323	0	0	0	382	426	1	588	0	1	0	0	0	4	620	0	0	1255	0	0	0	0	296	1	269	0	0	0	0	1	251	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	1	1192	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00165	1	0	0	254	0	3	1	0	0	0	0	13	0	0	102	833	554	640	496	285	0	0	0	0	0	0	203	320	384	1	2	565	0	0	0	373	11	1	1	1	1	577	491	0	283	254	271	509	228	425	9	262	872	1	1	0	1	0	2	1252	1	679	0	460	0	2	2042	336	1122	745	1170	1353	1050	717	1063	797	2	0	4	36	1	2	1878	7	0	1	450	5	149	3	5	658	506	2295	1	0	985	0	270	6	323	442	0	7	0	0	0	351	0	0	156	0	0	0	0	232	7	473	1	3	483	301	0	2809	312	2	227	0	1097	931	511	0	1	36	522	0	0	0	3	1184	1	2789	1	0	0	1258	604	656	1	1444	1003	1	518	1141	943	4	72	1189	1283	6	3	3	0	0	21	1	0	1677	1625	6	478	332	569	412	0	1	0	1369	1	1	0	0	2	1878	229	0	0	0	0	0	0	0	2969	10	3	5	17	2	15	2786	4	11	1348	4	1	1	0	0	0	0	0	0	0	60	1	0	0	0	0
ERCC-00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00170	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	303	183	99	129	0	0	0	37	0	65	0	138	0	0	0	0	0	0	468	89	0	190	0	0	0	0	0	4	0	0	0	0	0	0	0	128	1	11	0	0	0	0	0	0	0	0	0	0	0	38	0	0	95	393	1	1	0	420	267	181	0	0	0	0	0	0	0	0	0	0	292	1	0	2	0	0	0	0	0	1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	1858	1	2	1	0	0	0	0	0	0	450	2	0	0	500	0	449	896	0	0	1	0	0	0	3	2	951	1	1439	0	91	0	0	1	1	0	847	1	0	1	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00171	381	557	3	802	867	483	910	1088	177	248	289	354	647	570	534	2697	4547	4276	2404	4325	442	596	374	488	742	800	765	944	1320	2220	1593	2222	2048	1945	1868	1306	886	578	1909	1913	5765	2395	1288	881	1605	1235	1175	1455	1184	1356	1383	1255	1842	2650	1760	1515	1717	3029	1719	4967	1791	2434	1334	1521	2114	2615	5793	4450	8827	9136	7078	7907	7475	7629	8072	5892	1657	2567	1022	1258	3534	4155	3115	7265	2191	4600	2096	3117	983	3067	3851	2297	1926	8478	6167	5902	4263	18	1859	6207	693	1111	3181	1140	1140	3730	1507	795	1237	2032	902	841	4251	9648	725	547	1371	3491	989	624	1600	1945	4000	10438	2744	3988	979	699	4299	4861	3871	8818	8814	5068	2975	10085	7768	7159	5989	7302	2583	10448	4177	8523	7227	5706	4609	3439	6959	8075	7121	9296	3502	7478	5698	4137	7198	6650	6874	9129	6958	8808	7074	5410	3629	2121	1782	6138	9556	1619	1662	1284	3335	1678	4731	2374	2391	4084	2732	1143	3356	1608	2256	4049	1561	2316	2507	2580	7121	4693	1547	4482	9377	2875	5712	5803	6074	5467	5543	18243	17507	9637	7415	14027	3616	4082	1002	1673	5338	459	660	328	765	861	332	36	148	905	2299
