	long	lat	id
942	3855	4243	P3
943	3806	4220	P3
944	3753	4206	P3
945	3697	4201	P3
946	3642	4206	P3
947	3589	4220	P3
948	3540	4243	P3
949	3495	4273	P3
950	3456	4311	P3
951	3421	4354	P3
952	3394	4403	P3
953	3373	4457	P3
954	3360	4514	P3
955	3355	4575	P3
956	2863	8266	ABp
957	2869	8359	ABp
958	2884	8448	ABp
959	2909	8533	ABp
960	2944	8613	ABp
961	2986	8686	ABp
962	3036	8753	ABp
963	3093	8812	ABp
964	3156	8863	ABp
965	3224	8904	ABp
966	3298	8936	ABp
967	3270	9023	ABp
968	3234	9106	ABp
969	3190	9186	ABp
970	3139	9260	ABp
971	3081	9330	ABp
972	3017	9394	ABp
973	2946	9452	ABp
974	2870	9504	ABp
975	2789	9549	ABp
976	2704	9587	ABp
977	2614	9617	ABp
978	2520	9639	ABp
979	2424	9653	ABp
980	2222	9652	ABp
981	2122	9638	ABp
982	1934	9582	ABp
983	1846	9542	ABp
984	1763	9494	ABp
985	1686	9439	ABp
986	1615	9378	ABp
987	1550	9310	ABp
988	1492	9236	ABp
989	1442	9158	ABp
990	1400	9074	ABp
991	1366	8987	ABp
992	1341	8895	ABp
993	1326	8800	ABp
994	1321	8703	ABp
995	1326	8605	ABp
996	1341	8510	ABp
997	1366	8419	ABp
998	1400	8331	ABp
999	1442	8248	ABp
1000	1492	8169	ABp
1001	1550	8096	ABp
1002	1615	8028	ABp
1003	1686	7966	ABp
1004	1763	7911	ABp
1005	1846	7864	ABp
1006	1934	7823	ABp
1007	2026	7791	ABp
1008	2122	7768	ABp
1009	2222	7753	ABp
1010	2324	7748	ABp
1011	2546	7772	ABp
1012	2651	7800	ABp
1013	2751	7839	ABp
1014	2845	7887	ABp
1015	2932	7944	ABp
1016	2903	8018	ABp
1017	2881	8097	ABp
1018	2868	8180	ABp
1019	2863	8266	ABp
1020	1321	8703	ABa
1021	1326	8797	ABa
1022	1340	8889	ABa
1023	1363	8977	ABa
1024	1395	9062	ABa
1025	1434	9144	ABa
1026	1348	9185	ABa
1027	1257	9216	ABa
1028	1162	9235	ABa
1029	1064	9242	ABa
1030	976	9236	ABa
1031	891	9221	ABa
1032	809	9197	ABa
1033	730	9163	ABa
1034	656	9121	ABa
1035	585	9071	ABa
1036	519	9014	ABa
1037	458	8950	ABa
1038	403	8879	ABa
1039	354	8802	ABa
1040	311	8720	ABa
1041	275	8633	ABa
1042	246	8541	ABa
1043	225	8446	ABa
1044	212	8347	ABa
1045	208	8245	ABa
1046	225	8044	ABa
1047	275	7857	ABa
1048	311	7770	ABa
1049	354	7688	ABa
1050	403	7611	ABa
1051	458	7540	ABa
1052	519	7476	ABa
1053	585	7419	ABa
1054	656	7369	ABa
1055	730	7327	ABa
1056	809	7293	ABa
1057	891	7269	ABa
1058	976	7253	ABa
1059	1064	7248	ABa
1060	1159	7254	ABa
1061	1252	7272	ABa
1062	1341	7302	ABa
1063	1425	7341	ABa
1064	1505	7391	ABa
1065	1580	7450	ABa
1066	1648	7518	ABa
1067	1711	7593	ABa
1068	1766	7676	ABa
1069	1814	7765	ABa
1070	1853	7860	ABa
1071	1769	7908	ABa
1072	1691	7963	ABa
1073	1619	8024	ABa
1074	1553	8092	ABa
1075	1495	8166	ABa
1076	1444	8245	ABa
1077	1366	8417	ABa
1078	1341	8509	ABa
1079	1326	8605	ABa
1080	1321	8703	ABa
1081	4096	8266	P2
1082	4091	8178	P2
1083	4077	8094	P2
1084	4054	8013	P2
1085	4024	7937	P2
1086	3985	7866	P2
1087	3940	7801	P2
1088	3889	7742	P2
1089	3832	7691	P2
1090	3769	7647	P2
1091	3702	7612	P2
1092	3631	7587	P2
1093	3557	7571	P2
1094	3479	7565	P2
1095	3402	7571	P2
1096	3328	7587	P2
1097	3257	7612	P2
1098	3190	7647	P2
1099	3127	7691	P2
1100	3070	7742	P2
1101	3019	7801	P2
1102	2974	7866	P2
1103	2935	7937	P2
1104	2905	8013	P2
1105	2868	8178	P2
1106	2863	8266	P2
1107	2882	8439	P2
1108	2905	8519	P2
1109	2935	8596	P2
1110	2974	8667	P2
1111	3019	8732	P2
1112	3070	8790	P2
1113	3127	8841	P2
1114	3190	8885	P2
1115	3257	8920	P2
1116	3328	8946	P2
1117	3402	8962	P2
1118	3479	8967	P2
1119	3557	8962	P2
1120	3631	8946	P2
1121	3702	8920	P2
1122	3769	8885	P2
1123	3832	8841	P2
1124	3889	8790	P2
1125	3940	8732	P2
1126	3985	8667	P2
1127	4024	8596	P2
1128	4054	8519	P2
1129	4077	8439	P2
1130	4091	8354	P2
1131	4096	8266	P2
1132	3413	7569	EMS
1133	3336	7584	EMS
1134	3263	7610	EMS
1135	3194	7645	EMS
1136	3129	7689	EMS
1137	3070	7742	EMS
1138	3018	7802	EMS
1139	2972	7869	EMS
1140	2933	7943	EMS
1141	2932	7943	EMS
1142	2844	7886	EMS
1143	2750	7838	EMS
1144	2650	7800	EMS
1145	2546	7772	EMS
1146	2437	7754	EMS
1147	2324	7748	EMS
1148	2223	7753	EMS
1149	2125	7767	EMS
1150	2031	7790	EMS
1151	1940	7821	EMS
1152	1853	7860	EMS
1153	1813	7763	EMS
1154	1764	7672	EMS
1155	1707	7588	EMS
1156	1572	7443	EMS
1157	1495	7384	EMS
1158	1325	7296	EMS
1159	1234	7268	EMS
1160	1139	7252	EMS
1161	1186	7198	EMS
1162	1244	7146	EMS
1163	1311	7098	EMS
1164	1388	7053	EMS
1165	1473	7012	EMS
1166	1566	6976	EMS
1167	1666	6944	EMS
1168	1772	6918	EMS
1169	1884	6896	EMS
1170	2002	6881	EMS
1171	2123	6871	EMS
1172	2249	6868	EMS
1173	2370	6871	EMS
