QUALIFIER	NR_NC filter	qt_cluster 200	PC-6	3C	PC32	0	23	41	53	66
191857_s_at	1	NC	5	5	5	5	5	4	5	6
191856_s_at	1	NC	5	4	4	4	5	4	5	5
191855_at	1	NC	7	8	7	8	7	7	7	6
191854_at	1	2	24	14	16	16	13	9	13	11
191853_at	1	3	56	39	64	48	91	62	121	59
191852_at	1	NC	5	5	4	4	5	4	5	6
191851_at	1	3	89	88	85	114	89	109	73	100
191850_s_at	0	NC	5	5	5	4	5	5	5	5
191849_at	1	NC	5	5	5	4	5	4	6	5
191848_at	1	1	30	26	24	71	43	35	25	22
191847_s_at	1	NC	75	41	66	38	77	42	59	43
191846_s_at	1	2	7	5	4	4	5	4	6	7
191845_at	1	NC	5	4	4	4	5	4	5	5
191844_at	1	NC	5	4	4	4	5	4	5	5
191843_s_at	1	8	31	27	42	36	121	111	377	282
191842_at	1	NC	35	26	40	32	59	43	93	74
191841_at	1	NC	5	5	4	4	6	5	6	6
191840_s_at	1	NC	7	6	7	5	7	6	7	8
191839_at	1	NC	6	5	5	4	6	5	6	5
191838_at	1	NC	5	4	4	4	5	4	5	5
191837_at	1	NC	5	5	4	4	5	5	5	6
191836_at	1	2	5	5	4	4	6	5	9	9
191835_s_at	1	NC	82	62	95	63	113	75	154	138
191834_at	1	NC	5	4	5	4	5	4	5	5
191833_s_at	1	20	111	66	57	122	30	40	26	33
191832_at	1	5	64	42	59	32	84	55	154	102
191831_s_at	1	13	124	73	95	99	71	40	43	27
191830_at	1	NC	5	5	5	4	5	4	6	5
191829_at	1	NC	7	7	7	6	8	6	8	7
191828_at	1	NC	7	6	6	5	7	5	7	6
191827_at	1	NC	6	4	4	4	5	4	7	6
191826_s_at	1	NC	5	5	5	4	5	4	6	5
191825_at	1	NC	5	5	4	4	5	4	5	5
191824_at	1	NC	68	99	74	75	66	61	47	67
191823_s_at	1	NC	5	5	4	4	5	5	5	6
191822_s_at	1	NC	6	5	4	4	5	4	5	5
191821_at	1	NC	5	5	4	4	5	4	5	5
191820_s_at	1	2	214	153	224	254	261	193	318	261
191819_at	1	NC	6	4	4	4	5	4	5	5
191818_at	1	NC	6	7	6	5	6	5	6	7
191817_s_at	1	NC	7	4	4	4	5	4	5	6
191816_at	1	NC	5	5	4	4	5	4	5	5
191815_s_at	1	NC	5	4	4	4	5	4	5	5
191814_at	1	NC	20	25	23	16	22	33	27	51
191813_s_at	1	22	55	80	71	90	107	81	106	88
191812_s_at	1	10	23	25	32	16	42	24	16	13
191811_at	1	NC	6	5	5	4	6	5	7	7
191810_at	1	NC	6	6	5	6	6	5	6	6
191809_at	1	NC	6	5	5	4	6	5	6	6
191808_s_at	0	NC	5	5	5	4	6	6	6	6
191807_at	1	NC	6	7	6	5	7	5	7	6
191806_s_at	1	NC	5	6	5	4	5	4	6	5
191805_s_at	1	NC	5	4	4	4	5	4	5	5
191804_s_at	1	NC	5	6	5	4	6	5	6	6
191803_s_at	0	NC	6	4	5	4	5	5	8	6
191802_at	1	NC	16	13	18	18	22	9	14	10
191801_s_at	1	5	8	7	7	7	8	8	15	8
191800_at	1	NC	6	4	4	4	5	4	5	6
191799_at	1	NC	6	5	4	4	5	4	5	5
191798_s_at	1	14	705	459	695	766	850	617	993	763
191797_at	1	NC	6	5	5	5	5	5	6	5
191796_s_at	1	NC	5	4	4	4	5	4	5	5
191795_s_at	1	NC	53	43	47	40	48	34	28	26
191794_at	1	NC	5	4	4	4	5	4	5	5
191793_at	1	NC	7	5	6	5	5	5	6	7
191792_s_at	1	NC	8	8	5	8	9	14	13	11
191791_at	1	NC	6	6	5	4	6	5	7	7
191790_at	1	NC	6	5	5	4	5	5	7	8
191789_at	1	NC	26	26	22	25	29	15	14	10
191788_at	1	2	7	5	5	4	7	6	7	8
191787_s_at	1	NC	5	5	5	4	5	4	5	5
191786_at	1	NC	5	4	4	4	5	4	5	5
191785_at	0	NC	6	4	4	4	5	4	6	6
191784_s_at	1	NC	6	6	5	4	6	5	6	8
191783_at	1	2	31	46	26	49	37	49	56	75
191782_s_at	1	NC	6	5	5	4	5	5	5	5
191781_s_at	1	NC	92	92	89	78	119	81	147	126
191780_s_at	1	1	11	12	8	48	14	19	8	11
191779_s_at	1	NC	6	6	5	6	5	4	5	6
191778_s_at	1	NC	5	5	5	4	6	8	17	12
191777_at	1	5	43	55	48	33	86	48	143	105
191776_at	1	NC	6	4	5	4	6	4	6	6
191775_s_at	0	NC	5	5	5	4	5	5	6	5
191774_at	1	NC	5	5	4	4	5	4	5	5
191773_at	1	NC	6	5	5	5	6	5	6	6
191772_at	1	NC	6	6	5	5	6	5	7	7
191771_s_at	1	NC	111	88	90	114	76	48	46	38
191770_at	1	NC	6	7	6	7	7	6	7	7
191769_at	1	NC	6	4	4	4	6	5	6	5
191768_at	1	2	27	19	35	23	51	35	82	77
191767_at	1	NC	6	5	5	4	6	5	6	7
191766_s_at	1	NC	5	4	4	4	5	4	5	5
191765_at	1	NC	5	5	4	4	5	4	5	5
191764_at	1	NC	5	4	5	4	5	4	6	5
191763_s_at	0	NC	5	6	4	4	5	4	5	5
191762_at	1	NC	5	4	4	4	5	4	5	5
191761_at	1	1	103	99	83	113	76	60	40	29
191760_at	1	NC	5	5	5	4	5	5	5	5
191759_at	1	NC	5	4	4	4	5	5	5	5
191758_at	1	NC	5	4	4	4	5	4	5	5
191757_at	1	NC	5	5	5	4	5	5	6	6
191756_s_at	1	NC	7	6	6	6	7	7	13	10
191755_at	1	NC	5	5	4	4	5	5	6	5
191754_at	1	NC	786	532	885	499	636	618	936	839
191753_at	1	NC	5	4	5	4	5	4	5	5
191752_at	1	NC	7	6	6	6	6	6	6	5
191751_at	1	NC	5	5	4	5	6	5	6	5
191750_at	1	NC	6	5	5	4	5	5	6	6
191749_at	1	NC	5	4	4	4	5	4	5	5
191748_at	1	NC	5	5	5	4	5	4	5	5
191747_s_at	1	NC	6	6	6	6	6	5	6	6
191746_at	1	NC	7	6	5	5	6	5	7	6
191745_at	1	NC	5	4	5	4	7	6	11	9
191744_at	1	NC	5	4	4	4	5	5	5	5
191743_at	1	NC	20	8	9	9	17	12	22	20
191742_s_at	1	NC	5	4	4	4	5	4	6	5
191741_at	1	NC	6	6	5	4	6	5	5	5
191740_s_at	1	NC	1189	1012	761	1291	605	614	687	855
191739_at	1	NC	9	7	7	11	7	7	6	6
191738_at	1	NC	5	5	5	5	5	5	7	7
191737_at	1	NC	6	4	4	4	5	4	5	5
191736_s_at	1	1	61	59	59	66	50	27	19	17
191735_at	1	NC	7	7	6	6	7	11	15	14
191734_at	1	NC	5	6	5	4	6	6	8	6
191733_at	1	3	74	79	87	56	81	93	51	45
191732_s_at	1	2	8	9	7	6	10	7	14	12
191731_s_at	1	NC	173	94	207	194	294	209	275	161
191730_s_at	1	NC	21	16	26	28	37	20	36	19
191729_at	1	NC	6	7	6	6	6	5	7	6
191728_at	1	NC	5	5	4	4	5	4	5	5
191727_at	1	1	108	92	120	90	121	70	25	26
191726_at	1	NC	5	4	4	4	5	4	5	5
191725_s_at	1	NC	6	4	5	5	6	6	7	7
191724_at	1	NC	7	6	7	6	7	7	9	9
191723_s_at	1	2	5	5	5	4	6	5	6	6
191722_at	1	NC	5	6	4	4	5	4	6	6
191721_at	1	NC	5	4	4	4	5	4	5	5
191720_at	1	NC	8	8	8	8	7	6	9	8
191719_at	1	NC	104	83	60	88	60	53	47	65
191718_s_at	1	NC	7	6	6	5	7	6	7	8
191717_s_at	1	NC	43	45	52	60	48	37	31	38
191716_at	1	NC	6	5	5	5	6	6	7	7
191715_at	1	NC	31	20	43	26	44	34	46	44
191714_at	1	NC	5	5	5	4	5	5	5	6
191713_at	1	NC	5	4	4	4	5	4	6	5
191712_s_at	1	4	5	4	5	4	5	4	6	9
191711_at	1	NC	7	6	5	5	7	6	8	6
191710_at	1	NC	45	40	52	45	89	53	90	63
191709_at	1	NC	8	6	7	13	14	13	10	10
191708_s_at	1	2	8	7	6	6	8	6	10	11
191707_at	1	NC	5	5	4	4	5	4	5	5
191706_at	1	NC	6	5	5	5	6	5	6	5
191705_at	1	NC	5	5	4	4	5	4	5	5
191704_s_at	1	7	101	104	119	119	159	182	168	225
191703_s_at	1	NC	20	19	20	38	29	26	19	20
191702_at	1	NC	5	4	4	4	5	4	5	5
191701_at	1	NC	5	5	4	4	5	4	5	5
191700_s_at	1	NC	5	4	4	4	5	4	5	5
191699_s_at	1	2	22	28	23	30	29	35	36	39
191698_at	1	NC	8	8	6	8	7	6	7	7
191697_at	1	NC	6	6	5	5	5	5	6	6
191696_at	1	NC	5	5	5	4	5	4	5	5
191695_at	1	NC	14	12	10	20	9	8	6	5
191694_at	1	NC	5	5	4	4	5	5	6	6
191693_at	1	2	7	7	6	6	6	5	7	8
191692_at	1	NC	5	5	4	4	5	4	6	5
191691_at	1	NC	7	5	5	5	6	5	5	7
191690_at	1	NC	6	4	5	4	5	4	5	5
191689_s_at	1	NC	5	4	4	4	5	4	5	5
191688_at	1	NC	5	5	4	4	5	5	6	5
191687_at	1	NC	5	5	5	4	5	4	5	5
191686_at	1	NC	5	5	6	5	6	5	6	6
191685_at	1	NC	5	4	4	4	5	4	6	6
191684_at	1	NC	6	5	6	5	5	6	6	7
191683_at	1	1	377	185	374	356	340	151	81	42
191682_at	1	NC	6	5	6	5	5	5	7	6
191681_at	1	NC	5	5	5	4	5	5	6	5
191680_at	1	NC	5	5	5	4	5	5	5	5
191679_s_at	1	NC	5	5	4	4	5	4	5	5
191678_s_at	1	2	22	36	28	26	26	52	40	80
191677_at	1	NC	6	5	5	5	5	5	6	6
191676_at	1	NC	7	5	6	5	6	5	6	8
191675_s_at	1	NC	7	4	5	5	6	5	6	5
191674_at	1	NC	5	6	5	5	5	5	6	6
191673_at	1	NC	6	6	6	5	6	5	7	7
191672_s_at	1	NC	8	6	6	9	8	6	7	7
191671_s_at	1	5	7	6	5	8	8	12	24	30
191670_at	1	NC	5	4	4	4	5	4	5	5
191669_at	1	NC	5	5	4	4	5	4	5	5
191668_at	1	NC	5	5	4	4	5	5	6	6
191667_at	1	NC	5	5	4	4	5	4	5	5
191666_s_at	1	NC	6	5	5	4	6	4	5	6
191665_s_at	1	NC	5	5	4	4	5	4	5	5
191664_s_at	1	NC	5	6	5	5	6	5	6	6
191663_at	1	4	40	44	51	107	73	111	149	185
191662_at	1	NC	5	4	4	4	5	4	6	8
191661_s_at	1	2	20	19	17	17	13	11	11	15
191660_at	1	NC	5	5	4	4	5	4	5	5
191659_at	1	NC	74	49	82	60	67	48	51	33
191658_at	1	NC	7	7	7	6	7	7	7	8
191657_s_at	1	NC	5	4	4	4	5	4	5	5
191656_at	1	NC	5	5	4	4	5	4	5	6
191655_at	1	1	129	103	162	106	145	128	41	38
191654_at	1	NC	133	100	158	71	150	103	196	189
191653_at	1	NC	6	5	5	5	5	4	6	6
191652_at	1	2	6	5	5	4	6	4	10	12
191651_at	1	NC	5	4	4	4	5	4	5	5
191650_at	1	NC	6	5	5	5	6	5	5	5
191649_at	1	NC	5	5	5	4	6	6	7	7
191648_at	0	NC	371	406	374	178	190	314	270	329
191647_at	1	NC	6	6	5	5	6	5	6	6
191646_at	1	NC	5	5	5	4	5	5	6	6
191645_at	1	NC	5	5	4	4	5	4	5	5
191644_at	1	NC	14	11	9	11	10	9	8	9
191643_at	1	NC	5	5	5	4	6	4	6	5
191642_s_at	1	NC	5	5	4	4	5	5	5	5
191641_s_at	1	1	175	94	144	167	126	66	66	40
191640_at	1	NC	6	4	4	4	5	5	5	5
191639_s_at	1	NC	55	62	47	92	79	73	64	59
191638_s_at	1	4	5	4	4	4	5	4	5	5
191637_at	1	NC	5	4	4	4	5	4	6	5
191636_at	1	NC	5	5	5	4	5	4	5	5
191635_at	0	NC	6	4	5	4	6	5	5	6
191634_at	1	NC	5	4	4	4	6	5	5	5
191633_s_at	1	NC	6	4	5	4	6	4	6	5
191632_at	1	NC	6	5	6	4	6	7	7	7
191631_at	1	NC	20	12	15	17	10	9	10	8
191630_at	1	NC	6	6	5	5	6	6	7	6
191629_at	1	NC	7	5	5	5	8	11	11	12
191628_at	1	NC	6	5	6	5	7	5	6	7
191627_at	1	NC	6	7	7	5	7	6	6	6
191626_s_at	1	2	6	6	5	6	8	19	33	66
191625_s_at	1	NC	6	6	5	5	6	5	5	6
191624_at	1	NC	5	5	5	4	5	4	5	6
191623_at	1	4	6	6	5	4	5	4	5	5
191622_s_at	1	NC	30	26	29	27	24	23	18	19
191621_s_at	1	NC	9	6	8	10	12	7	13	12
191620_at	1	NC	20	15	16	15	18	9	9	8
191619_at	1	NC	6	5	5	5	5	5	5	5
191618_s_at	1	2	87	86	127	82	102	88	171	110
191617_at	1	NC	5	4	4	4	5	4	5	5
191616_at	1	NC	6	5	4	5	5	4	6	5
191615_at	1	NC	6	5	5	4	6	4	5	6
191614_s_at	1	NC	5	5	5	4	6	6	8	9
191613_s_at	1	NC	6	5	5	4	6	6	7	6
191612_at	1	NC	7	7	6	7	9	7	9	7
191611_at	1	NC	7	7	6	6	7	7	8	8
191610_s_at	1	NC	21	23	18	12	9	11	7	8
191609_at	1	NC	5	5	5	4	6	5	6	6
191608_s_at	1	NC	38	56	38	34	25	49	22	31
191607_s_at	1	2	6	5	7	5	8	7	31	30
191606_at	1	NC	5	4	4	4	5	4	5	5
191605_at	1	NC	16	14	22	15	17	17	9	6
191604_at	1	NC	5	4	4	4	5	4	5	5
191603_at	1	NC	5	4	5	4	5	5	5	6
191602_s_at	1	NC	5	4	5	4	5	4	5	5
191601_at	1	NC	5	5	5	5	6	6	6	5
191600_s_at	1	7	47	44	49	43	72	74	85	87
191599_at	1	NC	6	5	5	4	6	5	6	6
191598_at	1	NC	5	4	4	4	5	4	5	5
191597_at	1	NC	5	5	4	4	5	4	5	5
191596_s_at	1	NC	6	6	7	5	7	6	9	12
191595_at	1	NC	6	6	5	4	6	5	5	6
191594_at	1	2	12	11	6	8	12	11	15	19
191593_s_at	1	NC	26	20	26	28	49	37	72	44
191592_s_at	0	NC	9	10	11	21	18	21	18	15
191591_at	1	NC	5	4	4	4	5	5	5	5
191590_at	1	NC	7	8	5	5	6	5	6	6
191589_s_at	0	NC	5	4	4	4	5	4	5	5
191588_at	1	NC	5	4	4	4	5	4	5	5
191587_at	1	NC	10	13	14	11	20	17	14	17
191586_at	1	NC	5	4	4	4	5	5	6	5
191585_at	1	NC	5	5	5	4	6	5	6	5
191584_at	1	NC	5	4	4	4	5	4	5	5
191583_s_at	1	2	5	4	4	4	5	4	10	19
191582_at	1	NC	5	4	4	4	5	4	5	5
191581_at	1	NC	5	5	5	4	5	4	5	5
191580_s_at	1	NC	36	41	52	30	72	61	91	78
191579_at	1	NC	7	5	4	4	5	4	5	5
191578_s_at	1	NC	58	34	41	43	54	29	42	31
191577_at	1	NC	7	6	5	6	6	5	7	8
191576_at	1	NC	6	6	6	5	8	7	6	6
191575_at	1	NC	28	31	29	40	40	36	25	27
191574_at	1	NC	6	6	6	5	7	6	8	8
191573_s_at	1	14	957	978	1033	1228	1293	1513	1605	1673
191572_s_at	1	NC	60	53	65	52	75	38	56	40
191571_s_at	1	NC	40	23	37	26	56	34	54	34
191570_s_at	1	NC	10	8	9	11	10	9	10	9
191569_at	1	NC	5	4	4	4	5	4	5	5
191568_at	1	NC	5	4	5	4	5	4	5	5
191567_at	1	NC	7	6	5	5	7	6	7	5
191566_at	1	NC	5	4	4	4	5	4	5	5
191565_at	0	NC	5	4	4	4	5	4	5	5
191564_s_at	1	1	133	98	100	188	88	64	58	43
191563_at	1	NC	6	5	6	5	6	5	6	7
191562_at	1	NC	6	5	4	4	5	4	6	5
191561_s_at	1	NC	87	94	97	45	98	62	105	82
191560_s_at	1	3	52	78	51	114	54	102	55	93
191559_s_at	1	NC	17	14	17	14	22	15	15	9
191558_at	1	NC	6	4	5	5	6	4	8	5
191557_at	1	NC	5	4	4	4	5	4	5	5
191556_at	1	NC	5	5	4	4	5	4	5	5
191555_s_at	1	13	256	133	126	132	84	47	49	34
191554_at	1	NC	6	5	5	4	5	4	5	5
191553_at	1	NC	5	5	5	4	5	4	6	5
191552_s_at	1	NC	5	4	5	4	5	5	5	5
191551_at	1	NC	6	4	6	4	5	4	6	5
191550_at	1	NC	5	6	5	4	5	5	6	6
191549_at	1	NC	6	4	4	4	5	4	5	5
191548_s_at	1	1	113	122	123	185	185	116	60	40
191547_s_at	0	NC	5	4	4	4	5	5	5	6
191546_s_at	1	1	42	43	34	61	44	30	24	16
191545_at	0	NC	15	13	15	15	21	25	40	40
191544_s_at	1	1	162	126	148	187	157	144	82	63
191543_at	0	NC	6	5	5	4	5	4	5	5
191542_at	1	NC	6	4	5	4	5	4	5	5
191541_at	1	NC	5	4	4	4	5	4	5	5
191540_at	1	NC	7	5	6	4	6	5	6	6
191539_at	1	2	6	5	6	5	6	5	7	8
191538_at	1	NC	5	6	5	4	5	4	5	5
191537_at	1	NC	6	7	5	4	6	5	6	6
191536_at	1	NC	6	4	5	4	6	5	5	5
191535_at	1	NC	5	5	4	4	5	4	5	6
191534_at	1	NC	5	4	4	4	5	4	5	5
191533_s_at	1	NC	5	4	4	4	5	5	5	5
191532_at	1	NC	5	5	4	4	5	4	6	6
191531_at	1	NC	6	5	5	5	6	5	6	6
191530_at	1	NC	5	4	4	4	5	4	5	5
191529_at	1	NC	5	4	4	4	5	4	5	5
191528_s_at	1	3	177	159	164	213	236	143	172	128
191527_s_at	1	NC	5	5	4	4	5	4	5	5
191526_at	1	NC	5	5	4	4	5	5	5	5
191525_at	1	NC	6	5	6	4	5	5	6	6
191524_at	1	NC	5	5	4	4	5	4	5	5
191523_at	1	NC	5	4	4	4	5	5	6	5
191522_s_at	1	NC	5	4	4	4	5	4	5	5
191521_s_at	1	NC	5	4	5	4	5	4	5	5
191520_s_at	1	NC	80	82	104	125	131	201	203	245
191519_at	1	NC	6	4	5	4	5	4	5	5
191518_at	1	NC	6	5	5	5	5	5	6	5
191517_at	1	NC	5	5	4	4	5	4	5	5
191516_at	1	NC	6	7	5	5	6	6	7	7
191515_at	1	NC	5	4	4	4	5	4	5	6
191514_at	1	NC	5	5	4	4	5	4	5	5
191513_s_at	1	NC	6	6	5	4	6	6	10	7
191512_at	1	NC	13	8	11	7	14	6	7	6
191511_at	1	NC	6	6	5	5	6	4	5	6
191510_at	1	NC	5	5	5	4	6	5	7	8
191509_at	1	NC	5	4	4	4	5	4	5	5
191508_at	1	NC	5	5	5	4	5	4	6	5
191507_at	1	NC	5	4	5	4	5	4	5	5
191506_at	1	NC	6	5	5	4	6	5	5	5
191505_at	1	NC	6	6	4	4	5	5	6	5
191504_at	1	1	105	70	89	85	56	38	42	34
191503_at	1	NC	5	6	5	4	5	5	5	5
191502_at	1	NC	5	5	5	4	5	5	6	5
191501_at	1	2	225	222	295	307	325	374	548	464
191500_at	1	NC	6	6	5	4	5	4	5	6
191499_at	1	NC	6	5	5	4	5	5	6	6
191498_at	0	NC	5	5	4	4	6	4	5	5
191497_at	1	NC	5	6	5	4	5	4	6	5
191496_s_at	1	NC	12	11	14	14	32	24	46	38
191495_s_at	1	1	49	38	46	42	34	21	21	13
191494_s_at	1	1	54	36	41	47	32	24	21	18
191493_at	1	NC	5	5	5	4	6	5	6	6
191492_at	1	NC	7	7	6	6	7	5	7	7
191491_at	1	4	6	6	5	4	5	5	6	7
191490_at	1	NC	5	6	5	4	5	4	6	5
191489_s_at	1	NC	5	5	4	4	6	4	5	5
191488_at	1	NC	5	4	5	4	5	4	5	5
191487_at	1	NC	38	28	25	31	21	16	18	13
191486_at	1	3	36	47	40	45	51	45	25	32
191485_at	1	NC	6	6	5	4	6	5	7	8
191484_at	1	NC	5	4	4	4	5	4	5	5
191483_at	1	4	5	5	5	4	5	5	5	5
191482_at	1	NC	5	5	4	4	5	4	5	5
191481_at	0	NC	5	4	4	4	5	5	5	5
191480_at	1	NC	5	5	4	4	5	4	5	5
191479_at	1	NC	6	5	5	4	5	4	6	6
191478_at	1	NC	5	5	4	4	5	4	5	5
191477_at	1	NC	5	6	6	4	5	5	6	5
191476_at	0	NC	5	4	5	4	5	4	5	5
191475_s_at	0	NC	5	4	4	4	5	5	6	7
191474_at	1	NC	5	5	4	4	6	5	7	7
191473_s_at	1	NC	5	5	6	5	9	13	13	16
191472_at	1	NC	64	56	53	114	74	57	54	44
191471_at	1	NC	7	5	5	5	7	5	6	5
191470_s_at	0	NC	6	5	4	4	5	5	5	5
191469_at	1	4	5	5	5	4	5	5	5	5
191468_s_at	1	NC	5	4	5	4	5	4	5	5
191467_at	1	NC	6	7	7	4	7	6	7	7
191466_at	1	NC	6	8	5	4	5	5	6	5
191465_at	1	NC	6	7	7	5	7	7	8	7
191464_s_at	0	NC	20	24	27	19	23	32	20	17
191463_at	1	3	19	20	28	19	34	23	32	24
191462_at	1	NC	5	5	5	5	5	5	7	7
191461_at	1	NC	31	29	30	28	26	22	13	20
191460_at	1	NC	6	5	5	4	6	5	5	5
191459_s_at	1	NC	29	35	41	23	43	37	39	40
191458_s_at	1	1	87	82	97	121	136	74	46	31
191457_at	1	NC	5	5	5	4	5	4	5	5
191456_s_at	1	NC	5	5	4	4	5	4	5	5
191455_s_at	1	5	6	5	5	4	5	4	7	8
191454_at	1	1	53	58	65	57	55	48	34	29
191453_at	1	NC	7	6	5	4	6	5	6	7
191452_at	1	NC	5	5	4	4	5	4	5	5
191451_at	1	1	148	77	137	78	109	70	49	35
191450_at	1	NC	7	7	6	5	6	6	6	6
191449_s_at	1	NC	22	9	38	11	32	13	26	11
191448_at	1	NC	5	5	5	4	6	4	5	5
191447_at	1	NC	6	5	4	5	6	5	5	5
191446_at	1	NC	6	5	4	5	6	5	5	5
191445_at	1	NC	6	5	4	4	5	5	5	5
191444_at	1	NC	5	5	4	4	5	5	6	7
191443_at	1	NC	5	4	4	4	5	4	5	5
191442_at	1	NC	8	13	7	8	8	8	12	14
191441_s_at	1	NC	50	52	55	39	53	41	60	52
191440_at	1	NC	6	5	5	4	5	5	6	5
191439_at	1	NC	6	5	5	5	6	4	6	6
191438_at	1	NC	5	5	4	4	6	6	8	12
191437_at	1	8	8	7	7	8	14	15	49	37
191436_at	1	NC	6	6	5	5	6	5	6	5
191435_s_at	1	NC	5	4	4	4	5	4	5	5
191434_at	1	NC	5	4	4	4	5	4	5	5
191433_s_at	1	1	15	23	24	11	25	9	7	7
191432_at	1	2	12	8	12	12	11	10	9	13
191431_at	1	NC	5	4	4	4	5	4	5	5
191430_at	1	NC	5	4	4	4	5	4	5	5
191429_at	1	NC	6	7	5	6	7	6	6	7
191428_s_at	1	NC	5	5	4	5	6	5	6	7
191427_at	1	NC	5	4	4	4	5	4	5	5
191426_at	1	NC	6	5	4	4	5	4	5	5
191425_at	1	NC	8	9	7	6	7	6	7	7
191424_s_at	1	NC	27	14	17	23	10	7	7	8
191423_s_at	1	1	134	86	136	54	68	32	26	15
191422_at	1	NC	6	6	6	4	6	6	7	8
191421_at	1	NC	7	8	5	6	7	6	7	8
191420_at	1	NC	6	6	5	4	5	5	6	7
191419_at	1	NC	5	4	4	4	5	4	5	5
191418_at	1	NC	6	5	5	4	5	4	5	5
191417_at	1	NC	5	4	4	4	5	4	5	5
191416_at	1	NC	5	5	4	4	5	4	5	5
191415_at	1	NC	8	10	6	6	8	7	9	8
191414_s_at	1	NC	6	5	5	4	5	5	6	6
191413_s_at	0	NC	5	6	5	4	6	5	6	6
191412_at	1	NC	5	5	5	4	5	4	5	5
191411_at	1	NC	8	7	7	7	7	6	7	7
191410_at	1	NC	6	5	5	5	5	5	6	6
191409_at	1	NC	7	7	7	6	6	6	7	7
191408_s_at	1	NC	16	14	18	25	30	25	10	15
191407_s_at	0	NC	6	6	5	4	5	5	5	5
191406_at	1	NC	5	5	5	4	5	5	5	5
191405_at	1	NC	5	5	5	5	5	4	6	5
191404_at	1	NC	6	5	4	4	6	4	5	6
191403_s_at	1	1	58	54	48	50	51	32	29	25
191402_at	1	NC	6	6	7	6	7	5	8	7
191401_at	1	NC	6	7	5	5	6	6	6	6
191400_at	1	NC	14	16	12	8	10	16	13	18
191399_s_at	1	19	5	5	5	7	15	28	140	75
191398_at	1	NC	5	5	5	4	5	5	5	6
191397_at	1	NC	5	4	4	4	5	4	5	5
191396_s_at	1	NC	15	10	13	15	14	10	9	8
191395_s_at	0	NC	5	4	5	4	5	5	5	5
191394_s_at	1	12	5	5	5	4	5	5	6	6
191393_s_at	0	NC	5	4	5	4	5	5	5	5
191392_at	1	NC	5	5	4	4	5	4	5	5
191391_at	1	NC	5	6	5	5	5	5	6	7
191390_at	1	NC	5	6	5	4	6	5	6	6
191389_s_at	1	NC	5	5	5	4	5	5	5	5
191388_at	1	NC	5	4	4	4	5	4	5	5
191387_at	1	NC	7	6	6	5	6	5	7	7
191386_at	1	5	64	61	74	52	108	76	204	163
191385_s_at	1	NC	6	4	6	5	7	7	8	6
191384_s_at	1	NC	7	8	7	5	7	6	7	8
191383_at	1	NC	8	8	8	5	15	17	16	16
191382_at	1	NC	6	8	6	7	7	6	7	8
191381_at	1	NC	6	6	6	5	6	5	7	7
191380_at	0	NC	5	5	4	4	5	4	5	5
191379_at	1	NC	7	7	7	6	7	5	7	7
191378_at	1	12	63	29	32	18	17	11	17	12
191377_s_at	0	NC	6	5	4	4	5	4	5	5
191376_at	1	NC	5	4	4	4	5	4	5	5
191375_at	1	NC	7	6	7	7	7	6	6	7
191374_at	1	NC	5	7	4	4	5	4	5	5
191373_s_at	1	NC	7	6	6	6	6	6	6	6
191372_at	1	NC	5	5	5	4	6	4	5	6
191371_at	1	NC	7	7	5	4	6	6	6	6
191370_at	0	NC	6	5	5	4	6	4	6	6
191369_at	1	NC	8	7	6	6	8	8	9	8
191368_s_at	1	NC	7	9	7	7	9	7	8	11
191367_at	1	2	82	94	94	58	103	87	145	125
191366_s_at	1	NC	5	5	5	4	5	4	5	6
191365_at	1	NC	6	5	5	5	5	5	6	5
191364_at	1	NC	6	8	6	4	6	6	6	6
191363_s_at	1	NC	38	25	45	41	42	24	19	17
191362_at	1	NC	7	6	5	6	6	5	7	7
191361_at	1	NC	5	4	4	4	5	4	5	6
191360_at	1	NC	9	12	7	5	6	7	6	7
191359_at	1	NC	10	10	8	9	9	8	9	8
191358_at	1	NC	6	6	5	4	6	5	6	7
191357_s_at	1	4	11	12	9	10	9	6	8	8
191356_at	1	NC	6	5	6	7	8	7	8	8
191355_at	1	NC	5	5	5	4	5	4	6	6
191354_s_at	1	NC	7	6	6	8	10	9	7	8
191353_at	1	NC	6	6	5	5	6	5	6	7
191352_at	1	NC	5	5	5	4	5	5	5	6
191351_s_at	1	NC	24	19	28	14	36	28	51	41
191350_s_at	1	NC	56	67	68	83	98	113	101	78
191349_at	1	NC	100	76	116	144	158	132	158	134
191348_s_at	1	NC	6	5	5	4	6	5	7	7
191347_at	1	NC	5	6	4	4	6	5	6	6
191346_at	1	NC	7	5	5	4	5	4	6	6
191345_at	1	NC	5	5	5	5	6	5	6	6
191344_s_at	1	1	175	175	202	138	193	154	99	93
191343_at	1	NC	6	6	5	5	6	4	6	6
191342_at	1	NC	5	4	4	4	5	4	5	5
191341_s_at	0	NC	5	4	4	4	5	4	5	5
191340_at	0	NC	5	5	5	4	5	4	5	5
191339_at	1	NC	6	4	4	4	6	4	6	5
191338_at	1	NC	6	5	4	4	5	4	5	5
191337_at	1	NC	11	9	8	10	8	8	9	12
191336_at	1	NC	6	6	5	4	5	4	6	6
191335_at	1	NC	6	5	5	5	5	5	6	5
191334_at	1	NC	5	5	4	4	5	5	6	5
191333_at	1	NC	5	5	4	4	5	5	5	5
191332_at	1	NC	29	22	31	36	45	38	58	50
191331_at	1	NC	5	5	4	4	5	4	5	5
