QUALIFIER	NR_NC filter	qt_cluster 200	PC-6	3C	PC32	0	23	41	53	66
185038_at	1	NC	31	37	30	33	26	19	12	12
185037_at	1	NC	9	8	8	7	7	7	8	8
185036_at	1	NC	9	9	11	11	11	13	15	19
185035_s_at	1	3	48	42	77	46	89	54	45	34
185034_s_at	1	NC	40	29	29	25	14	12	11	10
185033_at	1	NC	6	5	5	4	5	4	5	5
185032_at	1	NC	6	5	5	4	5	5	6	6
185031_at	1	NC	5	5	5	4	6	5	7	8
185030_at	1	NC	14	21	17	14	22	26	38	45
185029_at	1	NC	5	5	5	4	5	4	6	5
185028_at	0	NC	6	5	4	4	5	4	5	5
185027_at	1	NC	5	4	4	4	5	4	5	5
185026_at	1	NC	5	4	4	4	5	4	5	5
185025_at	1	NC	6	6	6	5	6	4	6	6
185024_s_at	0	NC	10	10	17	13	40	105	138	175
185023_at	1	19	6	6	6	6	17	32	64	68
185022_at	1	NC	203	240	218	210	242	252	336	367
185021_at	1	NC	5	5	5	4	5	4	5	6
185020_at	1	NC	7	7	7	5	6	5	7	6
185019_at	1	NC	5	4	4	4	5	4	6	5
185018_at	1	NC	6	5	4	4	5	4	5	5
185017_at	1	NC	5	4	4	4	5	4	5	5
185016_at	1	NC	6	5	5	4	5	4	5	5
185015_at	1	45	15	11	22	63	13	18	14	13
185014_s_at	1	NC	50	41	46	40	53	49	74	54
185013_at	1	NC	6	6	5	5	6	5	6	6
185012_s_at	0	NC	6	6	5	4	6	5	7	7
185011_at	1	NC	5	4	4	4	5	4	5	5
185010_at	1	5	5	5	4	4	5	5	8	9
185009_at	1	NC	7	5	5	5	6	5	6	6
185008_at	0	NC	5	5	4	4	5	5	6	6
185007_s_at	1	34	143	107	171	76	170	88	229	268
185006_at	1	NC	6	5	6	4	6	6	7	7
185005_s_at	0	NC	5	4	4	4	5	4	6	6
185004_at	1	NC	5	5	5	4	5	4	5	5
185003_s_at	1	NC	5	4	4	4	5	4	5	5
185002_at	1	NC	7	6	7	6	7	6	8	8
185001_at	1	NC	6	5	5	4	5	4	6	5
185000_at	1	NC	6	6	6	5	5	5	6	6
184999_at	1	NC	7	5	5	4	6	6	6	5
184998_s_at	1	NC	7	6	5	5	7	5	6	5
184997_at	1	NC	5	5	5	4	5	4	5	5
184996_at	1	NC	5	4	4	4	5	4	5	5
184995_s_at	1	NC	37	24	17	19	11	10	10	11
184994_s_at	1	4	12	11	11	12	10	10	11	15
184993_at	1	NC	7	5	6	5	6	6	7	5
184992_at	1	NC	5	5	5	4	18	36	41	43
184991_s_at	0	NC	5	4	4	4	5	4	5	5
184990_at	1	NC	5	5	5	5	5	5	6	6
184989_at	0	NC	6	4	5	5	6	5	7	7
184988_s_at	1	NC	5	4	4	4	5	4	5	5
184987_at	1	NC	5	4	4	4	5	5	5	5
184986_at	0	NC	5	4	4	4	5	5	6	5
184985_s_at	1	NC	7	7	5	4	6	7	7	6
184984_s_at	0	NC	7	7	6	4	7	5	7	7
184983_at	0	NC	5	5	5	4	5	4	6	6
184982_s_at	1	NC	18	25	21	17	16	15	8	6
184981_at	1	NC	5	4	4	4	5	5	5	5
184980_at	1	1	52	42	46	71	50	31	14	13
184979_at	1	11	36	31	34	41	15	20	13	19
184978_at	1	NC	7	10	10	10	11	15	12	16
184977_at	1	NC	5	4	4	4	5	4	5	5
184976_s_at	1	NC	27	36	37	33	40	37	49	49
184975_at	1	NC	178	193	168	171	108	133	90	100
184974_at	1	NC	5	6	5	5	5	5	6	6
184973_at	1	1	29	42	36	28	23	29	8	11
184972_at	1	NC	6	6	6	5	6	6	6	6
184971_at	1	NC	7	6	7	7	7	7	8	8
184970_s_at	1	NC	7	7	7	6	9	8	8	7
184969_at	1	NC	7	6	5	5	7	5	7	7
184968_at	1	NC	6	5	5	4	5	4	6	5
184967_at	1	NC	6	6	4	5	6	5	6	6
184966_at	1	NC	5	5	5	4	5	5	6	5
184965_s_at	1	5	61	44	77	41	84	60	159	96
184964_at	1	NC	5	5	5	4	5	4	5	5
184963_at	1	NC	5	4	5	4	5	4	6	5
184962_at	1	NC	13	14	20	19	34	30	19	19
184961_s_at	1	17	7	6	5	6	25	39	38	44
184960_at	1	1	49	72	39	76	51	41	25	35
184959_at	1	NC	5	5	5	4	5	4	5	5
184958_at	1	NC	5	4	5	4	5	4	6	5
184957_at	1	NC	6	5	5	4	6	5	6	6
184956_at	1	NC	5	5	4	4	5	5	5	5
184955_at	1	NC	5	5	4	4	5	4	5	5
184954_at	1	NC	5	5	4	4	5	4	5	5
184953_at	1	NC	7	6	7	6	7	8	9	8
184952_at	1	NC	5	5	4	4	5	5	5	5
184951_at	1	NC	6	7	5	4	6	5	7	7
184950_at	1	NC	5	5	4	4	5	4	5	5
184949_s_at	1	NC	6	7	6	5	7	6	7	7
184948_at	1	NC	5	5	4	4	5	4	5	5
184947_s_at	1	2	12	18	18	16	21	15	31	32
184946_at	1	NC	6	4	4	4	5	5	5	5
184945_at	1	NC	33	49	32	45	54	74	67	92
184944_at	1	NC	6	5	5	5	5	4	6	6
184943_s_at	0	NC	293	190	259	519	213	160	114	102
184942_at	1	NC	5	5	5	4	5	4	5	5
184941_at	1	1	69	78	88	70	79	55	31	37
184940_at	1	NC	5	4	5	4	5	4	5	5
184939_at	1	NC	5	4	4	4	5	4	5	5
184938_at	1	NC	6	4	4	4	5	4	5	5
184937_at	1	NC	5	5	4	4	5	4	5	5
184936_at	1	NC	5	5	5	4	5	5	6	6
184935_at	1	NC	7	6	5	5	6	5	6	6
184934_s_at	1	NC	5	5	5	4	5	4	5	5
184933_at	1	NC	5	5	4	4	5	4	5	5
184932_at	1	NC	6	5	5	5	5	5	6	6
184931_at	1	NC	5	4	4	4	5	4	5	5
184930_at	1	NC	54	43	41	40	51	28	23	21
184929_at	1	NC	5	5	4	4	6	4	5	5
184928_at	1	2	5	5	5	4	13	23	60	69
184927_s_at	1	NC	5	5	4	4	5	4	5	5
184926_at	1	NC	5	5	5	4	5	5	5	5
184925_at	1	NC	6	5	4	4	6	5	6	6
184924_at	1	NC	5	4	4	4	5	4	5	5
184923_at	1	2	7	8	6	7	6	8	7	11
184922_at	1	NC	6	6	6	4	6	5	6	6
184921_at	1	NC	5	5	5	4	6	4	5	5
184920_s_at	1	NC	5	5	5	4	7	6	8	8
184919_s_at	1	NC	25	31	37	37	44	38	22	17
184918_at	1	NC	5	5	5	4	5	4	5	5
184917_at	1	NC	5	6	5	4	5	5	5	5
184916_at	1	2	8	6	6	6	7	7	7	7
184915_at	1	NC	6	5	5	4	6	5	6	5
184914_at	1	2	5	4	4	4	6	9	20	25
184913_s_at	1	NC	5	5	4	4	5	5	5	5
184912_s_at	0	NC	5	5	4	4	5	4	5	6
184911_at	1	NC	5	4	4	4	5	4	5	5
184910_at	1	NC	5	5	5	4	5	4	5	6
184909_at	1	NC	5	4	5	4	5	4	6	5
184908_at	1	8	419	241	380	268	460	320	637	488
184907_at	1	NC	6	5	5	4	6	5	6	6
184906_at	1	NC	6	5	4	5	6	4	5	5
184905_at	1	1	32	26	34	60	58	50	20	20
184904_at	1	NC	8	8	8	10	9	7	8	7
184903_at	1	NC	5	5	4	4	5	4	5	5
184902_at	1	4	5	5	4	4	5	7	17	20
184901_at	1	NC	5	4	4	4	5	4	5	5
184900_at	1	NC	6	6	5	5	6	5	6	7
184899_s_at	1	NC	5	5	5	6	6	6	6	5
184898_s_at	1	NC	5	5	5	4	5	5	5	5
184897_at	1	NC	5	4	4	4	5	5	5	5
184896_at	1	5	8	8	5	5	11	31	70	85
184895_at	1	NC	7	9	8	7	8	7	7	9
184894_at	1	NC	7	7	6	4	6	7	6	6
184893_at	1	NC	5	5	5	4	5	4	5	6
184892_at	1	NC	5	4	4	4	5	4	5	5
184891_at	1	NC	5	4	4	4	5	4	5	5
184890_at	1	NC	8	6	7	5	7	7	8	9
184889_at	1	NC	5	5	4	4	5	4	5	5
184888_at	0	NC	5	5	4	4	5	4	5	5
184887_at	1	NC	5	4	4	4	5	4	5	5
184886_at	1	NC	5	5	4	4	5	4	6	6
184885_at	1	NC	6	5	5	4	5	5	6	5
184884_s_at	1	NC	6	5	7	5	8	5	5	6
184883_s_at	1	NC	6	7	5	4	6	5	6	6
184882_at	1	NC	5	6	5	4	6	5	6	6
184881_s_at	1	NC	5	5	4	4	5	4	5	5
184880_at	1	NC	5	5	4	4	5	4	5	5
184879_at	1	NC	5	4	4	4	5	4	5	5
184878_at	1	NC	5	5	4	4	6	4	5	5
184877_at	1	NC	5	5	5	4	6	4	6	5
184876_at	0	NC	5	5	4	4	5	4	5	5
184875_at	1	NC	5	5	4	4	5	4	5	6
184874_at	1	NC	5	4	5	4	5	4	6	5
184873_at	1	NC	5	4	4	4	5	4	5	5
184872_at	1	NC	6	6	6	5	6	5	6	6
184871_at	1	NC	6	4	5	4	6	5	6	6
184870_s_at	1	NC	6	5	5	4	5	4	5	6
184869_at	1	NC	5	6	5	4	6	5	6	5
184868_at	1	NC	7	7	5	4	6	5	6	6
184867_s_at	1	3	69	59	83	85	109	57	77	56
184866_s_at	0	NC	5	5	4	4	5	4	5	5
184865_at	1	NC	5	5	5	4	5	4	5	5
184864_at	1	NC	5	5	4	4	5	4	6	14
184863_s_at	1	NC	6	5	6	4	5	4	6	6
184862_at	1	1	82	56	36	71	26	25	16	19
184861_at	1	NC	56	45	68	30	80	45	70	78
184860_at	1	NC	5	4	4	4	5	4	5	5
184859_s_at	1	NC	8	8	6	5	7	5	5	6
184858_at	1	NC	21	47	22	26	22	36	18	24
184857_at	1	NC	5	5	6	5	6	5	5	5
184856_at	1	NC	5	5	5	4	5	5	5	5
184855_at	1	NC	5	5	4	4	5	4	5	5
184854_at	1	NC	5	5	4	4	5	4	5	5
184853_at	1	NC	5	5	4	4	5	4	5	5
184852_at	1	NC	7	7	7	4	6	5	6	6
184851_at	1	NC	6	5	5	4	5	4	5	5
184850_at	0	NC	5	4	4	4	5	4	5	5
184849_at	1	NC	6	6	5	4	5	4	5	5
184848_at	1	NC	43	42	46	30	52	49	47	53
184847_at	1	NC	6	4	5	5	6	5	6	6
184846_at	1	NC	5	4	5	4	5	4	5	5
184845_at	0	NC	21	22	24	16	21	34	25	27
184844_at	1	NC	5	4	4	5	6	5	6	5
184843_at	1	NC	6	5	5	4	6	6	6	7
184842_at	1	NC	5	6	5	4	5	5	6	6
184841_at	1	NC	5	6	4	4	5	5	6	5
184840_at	1	NC	6	5	5	4	5	5	6	6
184839_at	1	NC	7	6	5	5	6	5	5	6
184838_at	1	NC	6	6	6	5	5	6	5	5
184837_at	1	NC	12	19	11	13	14	29	31	33
184836_at	1	NC	5	5	5	4	5	4	5	6
184835_at	1	NC	6	5	5	4	6	4	6	6
184834_s_at	1	NC	7	6	5	6	6	5	6	6
184833_at	1	NC	5	5	4	4	5	4	5	5
184832_at	1	19	5	6	5	4	10	23	38	44
184831_at	1	NC	6	7	5	4	5	5	7	6
184830_at	1	NC	5	6	4	4	5	4	5	5
184829_at	1	NC	5	5	4	4	5	4	5	5
184828_s_at	1	NC	5	4	4	4	5	4	5	5
184827_at	1	NC	5	4	4	4	5	4	5	5
184826_s_at	1	NC	6	5	5	4	5	4	5	5
184825_at	1	NC	5	5	5	4	5	5	5	5
184824_at	1	NC	6	6	5	5	8	8	7	7
184823_at	1	NC	5	4	4	4	5	4	5	5
184822_at	1	NC	5	5	4	4	5	4	5	5
184821_s_at	0	NC	5	5	4	4	5	4	5	5
184820_at	1	NC	7	5	5	5	5	4	6	6
184819_s_at	1	NC	10	12	13	25	21	15	18	16
184818_at	1	NC	5	5	5	4	5	4	6	6
184817_at	1	NC	5	5	4	4	5	4	6	5
184816_at	1	NC	5	5	4	4	5	4	5	5
184815_at	1	NC	6	5	5	4	5	4	6	5
184814_at	1	NC	5	4	5	4	5	4	5	5
184813_at	1	NC	5	4	4	4	5	4	5	5
184812_at	1	NC	6	6	5	5	6	5	6	6
184811_at	1	NC	8	5	6	6	6	6	6	7
184810_at	1	NC	5	4	4	4	5	4	5	5
184809_at	1	NC	5	4	5	4	5	4	5	6
184808_s_at	1	NC	42	81	49	60	51	92	69	111
184807_at	1	NC	5	5	5	4	5	4	5	5
184806_at	1	NC	5	4	4	4	5	4	5	5
184805_at	1	NC	5	4	4	4	6	6	8	6
184804_at	1	NC	8	7	7	7	8	8	10	15
184803_s_at	0	NC	67	76	59	104	39	32	23	31
184802_at	1	6	56	53	39	82	39	27	22	19
184801_at	1	NC	15	17	22	18	16	20	23	23
184800_at	1	NC	6	5	5	4	5	4	5	5
184799_at	1	NC	30	22	24	14	22	12	11	9
184798_at	1	NC	5	4	4	4	5	4	5	5
184797_at	1	NC	6	5	5	4	6	5	6	6
184796_s_at	0	NC	16	16	20	12	11	11	16	18
184795_at	1	NC	5	5	5	5	5	4	6	5
184794_s_at	1	1	51	23	46	16	37	23	6	5
184793_at	1	NC	5	5	5	4	5	5	6	5
184792_at	1	NC	5	4	4	4	5	4	5	5
184791_at	1	NC	6	5	5	5	6	5	6	6
184790_at	1	NC	7	8	6	7	9	8	10	12
184789_at	1	NC	41	43	41	43	48	41	39	39
184788_at	1	5	12	8	8	5	10	8	17	11
184787_at	1	NC	6	5	5	4	6	5	6	5
184786_at	1	NC	7	5	5	5	6	5	6	7
184785_at	1	NC	5	5	5	5	6	4	6	6
184784_at	1	NC	5	4	4	4	5	4	5	5
184783_at	1	NC	5	4	4	5	5	5	5	6
184782_at	1	NC	5	4	5	4	5	4	5	5
184781_at	1	NC	5	4	4	4	5	4	5	5
184780_s_at	1	1	31	39	38	38	30	27	11	15
184779_at	1	NC	6	6	6	5	6	5	7	7
184778_at	1	NC	6	5	5	4	5	4	5	5
184777_s_at	1	NC	5	4	5	4	6	5	6	6
184776_at	1	1	73	89	78	82	81	75	39	36
184775_at	1	NC	5	4	5	4	5	4	5	5
184774_at	1	NC	5	4	4	4	5	7	9	11
184773_s_at	1	NC	5	6	6	4	5	6	7	7
184772_at	1	NC	5	6	5	4	5	5	6	6
184771_at	1	NC	5	5	5	4	5	4	5	5
184770_at	1	NC	5	5	5	4	5	4	6	5
184769_at	0	NC	5	5	4	4	5	5	5	5
184768_at	1	NC	7	5	5	6	6	5	5	6
184767_s_at	1	3	32	27	46	21	36	33	25	21
184766_at	1	NC	5	5	4	4	5	4	5	5
184765_at	1	NC	6	4	4	4	5	4	6	5
184764_at	1	NC	6	4	5	4	6	5	6	5
184763_s_at	0	NC	7	6	5	4	7	8	9	11
184762_at	1	NC	5	4	4	4	5	4	5	5
184761_at	1	NC	6	6	5	4	5	4	5	6
184760_at	1	NC	5	4	5	5	5	4	6	5
184759_at	1	NC	5	4	4	4	5	4	5	5
184758_at	1	NC	35	33	34	52	48	29	26	15
184757_at	0	NC	5	5	5	4	5	4	5	5
184756_at	1	NC	5	4	5	4	5	4	6	5
184755_at	1	NC	10	8	10	15	16	11	14	9
184754_at	1	NC	5	5	5	4	5	4	5	6
184753_at	1	NC	7	12	8	10	9	7	9	8
184752_at	1	NC	5	4	4	4	5	4	5	5
184751_at	1	NC	5	5	5	4	5	5	5	5
184750_at	1	NC	11	12	10	15	11	15	12	15
184749_at	0	NC	5	4	4	4	5	4	5	5
184748_at	0	NC	6	5	5	4	6	5	6	5
184747_at	1	NC	6	5	5	4	6	5	6	6
184746_at	1	NC	5	5	4	4	5	5	5	5
184745_at	1	2	60	62	40	47	34	35	28	35
184744_at	1	NC	5	5	5	4	5	5	6	6
184743_at	1	NC	5	5	5	4	5	4	5	5
184742_at	1	NC	5	4	4	4	5	4	5	5
184741_at	1	NC	5	5	4	4	6	4	5	6
184740_at	1	NC	6	5	5	4	7	5	6	5
184739_at	1	5	6	5	4	4	6	6	17	23
184738_at	1	NC	7	6	5	7	6	4	5	5
184737_s_at	1	1	170	136	159	145	149	104	60	43
184736_at	1	NC	5	4	4	4	5	4	5	5
184735_s_at	1	NC	6	5	7	6	7	5	7	7
184734_at	1	NC	7	6	6	6	6	5	6	5
184733_at	1	NC	6	6	5	5	7	6	7	8
184732_at	1	NC	5	5	5	4	5	5	6	5
184731_at	1	NC	5	5	4	4	5	5	5	6
184730_at	0	NC	9	8	6	7	7	6	7	7
184729_at	1	NC	5	6	4	4	5	4	6	6
184728_at	1	NC	16	14	15	19	25	18	14	11
184727_s_at	1	NC	18	18	25	23	36	27	51	52
184726_at	0	NC	5	5	4	4	5	4	5	5
184725_at	1	NC	5	5	5	4	6	4	7	6
184724_at	1	NC	5	5	5	4	5	4	6	6
184723_at	1	NC	6	5	5	4	6	5	6	6
184722_at	1	NC	16	19	20	19	29	16	15	9
184721_s_at	0	NC	29	36	25	24	23	32	22	34
184720_at	1	NC	12	18	11	13	10	14	9	17
184719_at	0	NC	5	5	5	4	5	4	5	5
184718_at	1	NC	5	4	5	4	5	4	5	5
184717_at	1	NC	5	4	4	4	5	4	5	5
184716_at	1	NC	8	9	6	7	8	8	9	8
184715_at	1	NC	7	6	5	5	7	7	7	9
184714_s_at	1	1	54	49	49	67	47	35	24	21
184713_at	1	NC	5	4	4	4	5	5	5	5
184712_s_at	1	5	16	11	16	32	26	20	41	36
184711_at	1	NC	5	5	4	4	5	4	5	5
184710_at	1	NC	5	5	4	4	5	4	6	5
184709_at	1	NC	5	5	5	4	5	4	5	5
184708_s_at	1	NC	5	5	6	5	6	5	6	5
184707_s_at	1	NC	5	6	4	4	5	4	5	5
184706_at	1	8	5	5	5	4	11	38	91	102
184705_at	1	NC	5	5	4	4	5	4	5	5
184704_at	1	NC	5	5	5	4	6	5	7	6
184703_at	1	NC	6	5	5	4	5	4	6	6
184702_at	1	1	199	162	186	299	191	111	111	85
184701_at	1	NC	5	5	4	4	5	4	5	5
184700_at	1	NC	6	4	5	5	7	6	6	6
184699_at	1	NC	6	5	5	5	6	5	7	6
184698_at	1	NC	5	5	4	4	5	5	6	6
184697_at	1	NC	7	7	8	5	7	6	7	6
184696_at	1	NC	5	4	5	4	5	4	5	5
184695_at	1	NC	5	4	4	4	5	4	5	5
184694_at	1	NC	6	6	5	4	6	6	6	5
184693_s_at	0	NC	6	5	5	5	5	5	6	6
184692_at	1	1	134	278	94	148	77	109	23	42
184691_at	1	NC	5	5	4	4	5	4	5	5
184690_at	1	NC	6	5	5	4	6	5	6	5
184689_at	1	NC	6	4	4	4	5	5	5	5
184688_at	1	NC	7	5	5	5	6	5	7	7
184687_at	1	NC	5	6	5	4	5	4	6	6
184686_at	1	NC	5	4	4	4	6	4	6	5
184685_s_at	0	NC	5	5	4	4	5	5	7	7
184684_at	0	NC	5	4	4	4	5	4	5	5
184683_at	1	NC	6	6	5	5	6	6	7	7
184682_s_at	1	NC	6	5	5	4	5	5	6	5
184681_s_at	1	NC	311	352	366	482	372	435	410	445
184680_at	1	NC	7	8	6	6	8	7	7	7
184679_at	1	NC	5	5	6	4	6	5	6	6
184678_at	1	NC	5	4	4	4	5	4	5	5
184677_at	1	8	5	4	5	4	6	9	17	17
184676_s_at	1	4	5	4	4	4	5	4	6	6
184675_at	1	NC	6	6	5	4	6	5	7	6
184674_at	1	NC	6	5	5	5	6	5	6	6
184673_at	1	NC	5	5	5	4	5	4	5	5
184672_at	1	NC	6	4	5	4	5	5	6	5
184671_at	1	NC	7	6	6	7	7	6	6	6
184670_at	1	NC	5	5	4	4	5	4	5	6
184669_at	1	NC	5	5	4	4	5	4	5	5
184668_s_at	0	NC	5	5	4	4	5	5	5	5
184667_at	1	1	68	77	63	65	56	23	28	16
184666_at	1	33	57	42	48	29	70	39	30	19
184665_at	1	NC	5	6	6	4	5	5	6	6
184664_at	1	NC	6	4	5	4	5	4	5	5
184663_at	1	3	30	45	32	34	38	51	25	21
184662_at	1	NC	6	6	5	5	6	5	7	6
184661_at	1	NC	8	8	5	7	7	7	7	6
184660_at	1	NC	5	5	5	4	6	6	8	8
184659_at	1	9	6	5	4	4	7	14	34	28
184658_at	1	NC	5	5	4	4	5	4	5	5
184657_at	1	NC	5	4	4	4	5	4	5	5
184656_at	1	NC	5	5	5	4	5	5	5	5
184655_at	1	NC	5	5	5	4	5	5	5	5
184654_at	1	NC	5	5	4	4	5	4	5	5
184653_at	1	3	84	107	73	70	66	96	39	50
184652_at	1	NC	5	5	4	4	5	4	5	5
184651_at	1	NC	5	4	4	4	5	4	5	5
184650_at	1	NC	6	5	5	5	6	6	7	8
184649_at	1	NC	5	5	5	4	5	5	6	5
184648_at	1	NC	227	193	229	156	204	184	307	253
184647_at	1	NC	5	4	4	4	5	4	5	5
184646_at	1	NC	5	5	5	4	6	5	6	6
184645_at	1	NC	5	4	4	4	5	4	5	5
184644_at	1	NC	12	12	13	17	16	10	8	8
184643_at	1	NC	6	5	4	4	5	4	5	6
184642_at	1	NC	5	5	4	4	5	4	6	5
184641_at	1	8	5	5	5	4	5	8	9	20
184640_at	1	NC	6	6	5	5	5	4	6	5
184639_s_at	1	NC	80	54	72	45	75	52	47	29
184638_at	1	NC	6	5	6	6	6	5	6	5
184637_at	1	5	9	11	12	13	13	12	20	25
184636_at	1	NC	5	4	4	4	5	4	5	5
184635_at	0	NC	5	5	5	4	5	4	6	6
184634_s_at	0	NC	5	5	4	4	5	4	5	5
184633_at	1	NC	5	5	5	4	5	4	6	5
184632_at	1	NC	5	5	4	4	5	5	6	6
184631_at	1	8	5	5	5	4	9	15	24	32
184630_at	1	NC	5	4	4	4	5	4	5	5
184629_at	1	NC	6	8	6	6	6	6	7	7
184628_at	1	NC	6	5	5	5	5	5	6	6
184627_s_at	1	NC	38	25	41	36	38	28	37	31
184626_at	1	NC	5	5	5	5	6	5	6	5
184625_at	1	NC	5	4	4	4	8	9	9	6
184624_s_at	1	NC	6	5	5	4	5	5	6	6
184623_at	1	NC	7	7	7	6	7	7	9	11
184622_at	1	NC	5	5	5	4	5	4	5	5
184621_at	1	NC	6	5	5	4	5	5	6	5
184620_at	1	NC	7	6	7	4	6	5	7	8
184619_at	1	NC	5	5	4	4	5	4	5	5
184618_at	1	NC	5	5	5	4	5	4	5	5
184617_at	1	NC	6	6	7	4	6	5	7	7
184616_at	1	NC	5	4	5	4	5	4	5	6
184615_at	1	NC	5	5	5	4	5	4	6	5
184614_s_at	1	NC	22	16	16	25	29	20	30	18
184613_at	1	NC	5	5	4	4	5	4	5	5
184612_s_at	1	NC	83	71	100	72	127	92	88	65
184611_at	1	NC	32	23	29	39	53	40	53	29
184610_at	1	NC	5	5	5	4	5	5	5	6
184609_at	1	1	30	21	29	33	23	14	15	16
184608_s_at	1	NC	20	20	17	25	24	17	16	18
184607_at	1	NC	5	4	5	4	6	4	5	5
184606_at	1	NC	5	4	4	4	5	4	5	5
184605_at	1	1	74	51	80	67	74	32	19	14
184604_at	1	NC	5	5	5	4	5	4	5	5
184603_at	1	NC	7	6	5	5	6	5	6	7
184602_at	1	NC	5	5	5	4	5	5	8	7
184601_at	1	NC	9	8	7	9	7	6	6	6
184600_s_at	0	NC	5	5	5	4	5	4	5	5
184599_at	1	NC	5	5	4	4	5	4	5	5
184598_at	1	8	5	4	4	4	5	8	18	24
184597_at	1	NC	7	6	6	5	7	4	7	6
184596_s_at	1	NC	6	5	6	5	6	5	6	6
184595_s_at	1	1	67	76	54	79	41	35	14	14
184594_at	1	NC	6	4	5	4	5	4	5	5
184593_at	1	NC	94	97	95	83	112	101	139	124
184592_at	1	NC	5	5	5	4	5	4	5	5
184591_at	1	NC	6	5	5	4	6	5	6	6
184590_at	1	NC	7	6	5	5	6	6	7	6
184589_at	1	NC	5	4	5	4	6	4	5	6
184588_at	1	9	9	11	7	14	20	134	301	348
184587_s_at	1	NC	29	24	24	30	16	11	10	10
184586_s_at	1	1	43	39	54	52	60	34	20	12
184585_at	1	NC	5	5	5	4	5	4	5	5
184584_at	1	NC	5	4	5	4	5	4	5	5
184583_at	1	NC	5	6	5	5	6	4	6	6
184582_s_at	1	NC	173	118	154	180	208	151	224	168
184581_s_at	1	NC	5	4	5	4	5	4	5	5
184580_at	0	NC	6	6	6	4	6	4	6	6
184579_at	1	NC	5	4	4	4	5	4	5	5
184578_at	1	NC	9	9	9	11	7	7	7	7
184577_at	1	NC	5	5	5	4	15	14	6	7
184576_at	1	2	5	6	5	5	6	6	19	29
184575_at	1	NC	5	4	4	4	5	4	5	5
184574_at	1	NC	5	6	6	5	6	4	6	6
184573_at	1	NC	5	5	4	4	5	4	5	5
184572_at	1	NC	5	5	5	4	5	4	5	5
184571_at	1	3	36	76	39	49	39	56	24	40
184570_s_at	1	5	5	5	5	4	17	92	171	358
184569_at	1	NC	5	4	4	4	5	4	5	5
184568_at	1	1	81	52	107	63	90	71	46	32
184567_s_at	1	NC	6	6	6	5	9	6	7	7
184566_s_at	1	NC	282	403	332	388	220	535	327	572
184565_at	1	NC	5	5	5	6	5	4	5	5
184564_at	1	NC	5	4	4	4	5	4	5	5
184563_at	1	NC	6	5	5	4	6	4	6	6
184562_at	0	NC	5	4	4	4	5	4	5	5
184561_at	1	NC	5	5	4	4	5	4	6	5
184560_s_at	0	NC	5	6	5	4	6	5	6	5
184559_at	1	NC	7	5	5	4	6	5	5	5
184558_at	1	NC	6	5	5	4	5	5	6	5
184557_at	1	NC	5	6	5	4	6	5	7	5
184556_at	1	NC	8	6	5	4	6	5	6	6
184555_at	0	NC	5	5	4	4	5	4	5	5
184554_at	0	NC	10	9	8	8	11	8	10	8
184553_s_at	1	7	171	210	201	80	213	143	288	214
184552_at	1	NC	5	5	4	4	5	4	5	5
184551_at	1	4	5	4	4	4	5	4	6	8
184550_at	1	NC	6	6	5	5	6	5	7	6
184549_at	0	NC	5	4	5	4	5	4	5	5
184548_s_at	1	1	34	40	36	39	45	25	17	12
184547_at	1	NC	7	6	7	6	7	7	7	7
184546_s_at	1	NC	5	4	4	4	5	4	5	5
184545_at	1	NC	6	5	5	5	6	5	5	5
184544_at	1	5	6	5	5	5	7	17	67	107
184543_s_at	0	NC	5	5	5	4	5	4	5	5
184542_at	1	NC	5	4	4	4	5	4	5	5
184541_s_at	1	NC	5	5	5	4	5	5	5	6
184540_at	1	NC	7	6	5	5	7	6	6	6
184539_at	1	NC	5	4	4	4	5	4	5	5
184538_s_at	1	NC	5	4	4	4	5	4	5	5
184537_at	1	NC	7	7	6	8	9	8	11	8
184536_at	1	NC	5	4	4	4	5	5	5	5
184535_s_at	1	NC	31	35	42	44	56	27	29	19
184534_s_at	0	NC	5	4	4	4	5	4	5	5
184533_at	1	NC	5	5	5	5	5	5	5	6
184532_at	1	NC	5	4	4	4	5	4	5	5
184531_s_at	0	NC	6	6	5	5	5	5	6	6
184530_at	1	NC	5	5	4	4	5	4	5	5
184529_at	1	NC	7	6	4	4	5	5	6	5
184528_at	1	NC	5	5	5	4	5	4	5	5
184527_at	0	NC	5	4	4	4	5	4	5	5
184526_at	1	NC	5	4	4	4	5	4	5	5
184525_at	1	NC	6	5	5	6	6	5	6	6
184524_at	1	NC	5	5	4	4	5	4	5	5
184523_at	1	NC	5	5	6	5	7	6	7	7
184522_at	1	NC	5	4	4	4	5	5	5	5
184521_at	1	NC	6	6	5	5	6	5	7	7
184520_at	1	NC	15	11	14	13	10	7	8	8
184519_s_at	1	NC	90	110	84	179	121	143	147	157
184518_s_at	0	NC	5	5	4	4	5	4	5	5
184517_at	1	NC	5	5	5	4	5	4	6	6
184516_at	1	NC	5	4	5	4	5	5	5	5
184515_s_at	1	NC	30	31	34	34	27	27	24	38
184514_at	1	NC	6	6	5	4	5	4	6	6
184513_at	1	NC	5	6	6	5	6	5	7	7
184512_at	1	NC	5	5	5	4	5	5	6	5
184511_at	1	NC	7	5	7	5	6	6	7	7
184510_at	1	6	87	65	58	61	27	15	13	9
184509_at	1	NC	5	5	5	4	5	4	5	5
184508_s_at	1	NC	5	6	5	4	5	4	5	5
