Probe Set ID	Gene Symbol	Ensembl
182876_s_at	---	T19B10.6
182877_at	---	ZK185.3
182878_at	---	T06D4.3
182879_at	---	T23E1.3
182880_at	---	ZK1067.3
182881_at	---	C03E10.6
182882_at	---	C48E7.8
182883_at	---	F36A4.1
182884_at	---	C09F12.2
182885_at	---	F52G3.3
182886_at	---	W07B8.3
182887_at	---	F33D4.5
182888_at	---	F31F7.3
182889_at	---	C50E3.5
182890_at	---	R01H10.5
182891_at	---	M01H9.2
182892_at	---	ZK488.5
182893_at	---	F55B11.5
182894_at	---	H25K10.2
182895_at	---	T12C9.5
182896_at	---	F21E9.2
182897_at	---	ZC190.6
182898_at	---	C49A9.4
182899_at	---	ZC155.2
182900_at	---	K07B1.5
182901_at	---	F20A1.8
182902_at	---	F36A4.4
182903_at	---	ZK418.6
182904_at	---	W03D2.6
182905_at	cpin-1	F38E11.3
182906_at	---	F29B9.7
182907_s_at	---	ZK328.4
182908_at	---	---
182909_at	---	F58B6.1
182910_at	---	Y15E3A.4
182911_at	---	---
182912_at	lpd-2	C48E7.3
182913_at	srw-32	K03D7.11
182914_at	---	F13E9.10
182915_at	---	D2024.5
182916_s_at	---	D2024.5
182917_at	---	F37B12.1
182918_at	---	Y51A2A.6
182919_at	---	F59B1.2
182920_at	---	Y37H2B.1
182921_at	---	C01G5.3
182922_s_at	---	C04F12.1
182923_at	---	F56D2.3
182924_at	---	C25F6.1
182925_at	---	C49A9.1
182926_at	---	C06E7.2
182927_at	---	K01D12.5
182928_s_at	---	C36A4.4 /// K06B9.3
182929_s_at	---	ZK154.6
182930_at	---	W03D2.1
182931_at	---	C49A9.6
182932_at	---	T26A5.6
182933_at	---	C24B5.4
182934_at	---	C30H7.2
182935_at	---	F36A4.3
182936_at	---	B0222.1
182937_at	srsx-32	F20A1.3
182938_at	srx-8	C14C6.9
182939_at	---	F38A5.8
182940_s_at	---	K01D12.6
182941_at	---	M01H9.4
182942_at	---	ZK1058.9
182943_at	---	C08D8.1
182944_at	---	R05A10.2
182945_at	srt-32	C53A5.10
182946_at	---	F48C1.2
182947_at	---	ZK154.5
182948_s_at	---	ZK154.5
182949_at	---	ZK1225.2
182950_at	---	T23B3.2
182951_at	---	C33G8.3
182952_at	---	F35G12.5
182953_at	---	H38K22.4
182954_s_at	---	T07A9.9
182955_at	---	C29G2.1
182956_at	---	F34D6.1
182957_at	---	Y48E1B.7
182958_at	srsx-11	C13D9.4
182959_s_at	---	F56A6.4
182960_at	hlh-13	F48D6.3
182961_at	---	R02D3.8
182962_at	---	F40H3.2
182963_at	---	F23D12.1
182964_s_at	---	R09A1.1
182965_at	---	F38A5.2
182966_at	---	ZK154.1
182967_at	nlp-7	F18E9.2
182968_at	---	ZK1010.2
182969_at	---	F43E2.1
182970_at	---	F55G11.4
182971_at	nhr-125	R02D1.1
182972_at	---	C39F7.5
182973_at	srb-5	C27D6.6
182974_at	---	T01C8.3
182975_s_at	sid-1	C04F5.1
182976_at	---	C24G7.4
182977_at	cof-2	C48E7.5
182978_at	---	F41C6.6
182979_at	---	K08B5.2
182980_at	---	---
182981_at	---	ZC308.1
182982_at	---	F13G3.10
182983_s_at	---	C32B5.1 /// K02E7.7
182984_at	---	F07C3.2
182985_at	---	K07D4.4
182986_at	srab-25	ZK697.7
182987_at	---	W03B1.2
182988_at	---	C29G2.3
182989_at	lys-1	Y22F5A.4
182990_at	---	F48C1.4
182991_at	---	H01G02.1
182992_at	---	C10A4.7
182993_at	srt-29	C24B9.5
182994_s_at	---	F49E8.7
182995_at	---	---
182996_at	---	F16B4.3
182997_s_at	---	F32B5.7
182998_at	---	Y51A2A.5
182999_at	---	W06H8.2
183000_at	tag-338	C15H11.5
183001_s_at	---	F55D12.2
183002_at	grl-19	R02D3.6
183003_at	---	B0025.4
183004_at	---	ZK185.1
183005_at	---	F32B5.2
183006_at	---	---
183007_at	---	F59A7.5
183008_at	---	K01A2.6
183009_at	---	Y38F1A.8
183010_s_at	---	C24B9.3
183011_at	fbxb-84	T17A3.7
183012_at	---	C18A3.3
183013_at	---	T07C12.12
183014_at	---	F59A7.2
183015_at	fbxb-81	T17A3.3
183016_at	---	F46F5.1
183017_s_at	---	F25E5.1
183018_at	---	F16B4.7
183019_at	fbxb-82	T17A3.4
183020_at	---	F48G7.8
183021_at	---	F48G7.4
183022_at	---	T25B6.3
183023_at	---	R05F9.1
183024_at	---	R02F2.4
183025_s_at	---	C34G6.7
183026_at	---	---
183027_at	---	R07C3.5
183028_s_at	lys-2	Y22F5A.5
183029_s_at	---	F49E8.3
183030_at	---	C16C8.7
183031_at	---	B0391.11
183032_at	srt-28	C24B9.4
183033_at	---	F25E5.6
183034_at	---	C16C8.8
183035_at	---	ZK180.1
183036_at	---	F32B5.6
183037_at	---	Y39B6A.38
183038_at	---	Y39B6A.39
183039_at	---	C18H9.3
183040_at	---	Y69H2.10
183041_s_at	tag-252	ZK1058.4
183042_s_at	tag-275	C34H3.1
183043_at	---	W03A5.6
183044_at	---	F38A5.7
183045_s_at	---	W02H5.8
183046_at	---	F45E1.2
183047_at	srab-2	C04F5.5
183048_at	---	T17A3.2
183049_at	---	B0432.7
183050_at	---	---
183051_at	---	F48G7.7
183052_at	---	C32H11.1
183053_at	---	C46F4.1
183054_s_at	---	C18E9.3
183055_at	---	Y73F4A.3
183056_at	---	T17A3.9
183057_at	srt-4	C29G2.4
183058_at	---	Y39B6A.46
183059_s_at	sdz-2	C08A9.7
183060_at	---	T05A8.1
183061_at	---	T12A2.6
183062_at	---	F16B4.4
183063_at	---	F54H5.5
183064_at	---	F17H10.2
183065_at	---	C04F5.8
183066_at	---	F13B9.8
183067_s_at	---	F58F6.6 /// ZC196.9
183068_at	fbxb-83	T17A3.6
183069_at	srh-296	Y94A7B.4
183070_at	srx-128	F55B12.7
183071_at	---	---
183072_at	---	F55D12.1
183073_at	---	ZK355.5
183074_at	---	W06D11.3
183075_at	---	B0432.6
183076_at	---	T15B7.1
183077_s_at	---	ZC196.8
183078_at	---	W08F4.5
183079_at	---	F46F5.5
183080_at	---	F58G11.6
183081_at	---	F46F5.7
183082_s_at	---	T13H2.4
183083_at	---	C15C7.7
183084_at	---	C54D10.8
183085_at	---	W05H7.4
183086_at	---	T04C4.1
183087_at	---	T14B4.2
183088_at	---	Y39B6A.36
183089_at	---	C15C7.5
183090_s_at	---	ZK742.4
183091_at	---	R04B3.1
183092_at	---	F15H10.7
183093_at	srsx-22	F38E1.8
183094_at	fbxb-102	F15A4.13
183095_at	srx-2	R03H4.2
183096_at	---	C03G6.1
183097_at	---	K06C4.7
183098_at	---	M02F4.1
183099_s_at	---	W04B5.6 /// E02H9.6
183100_at	pry-1	C37A5.9
183101_at	---	F48G7.9
183102_at	---	C08A9.3
183103_at	---	F25E5.2
183104_at	---	F56A12.2
183105_at	---	Y32F6A.1
183106_at	---	F32B5.3
183107_at	---	ZC513.3
183108_at	---	C12D5.9
183109_at	srg-25	T09D3.5
183110_at	---	F25B4.8
183111_at	pqn-48	K07D4.8
183112_at	---	C14C6.8
183113_at	---	F08F3.8
183114_at	---	W05H7.1
183115_at	---	C34H4.2
183116_s_at	sedl-1	W05H7.3
183117_at	---	ZK742.3
183118_s_at	---	C33A11.2
183119_at	sri-18	Y22F5A.2
183120_at	---	C06G1.1
183121_at	srx-3	R03H4.3
183122_at	---	C45E5.1
183123_s_at	---	F20A1.9
183124_at	grl-6	K10C2.5
183125_at	---	F25E5.8
183126_s_at	---	C56C10.6 /// F54H5.2
183127_at	kbp-5	C34B2.2
183128_at	fbxa-96	H03G16.4
183129_at	---	C15C7.4
183130_at	---	C11D2.3
183131_s_at	---	F43E2.2
183132_at	---	T07D1.3
183133_at	---	F46H6.4
183134_at	---	C11D2.6
183135_at	srb-18	C54F6.7
183136_at	---	R05G6.9
183137_at	---	F25E5.9
183138_at	---	C06A6.5
183139_at	tag-281	F15A4.11
183140_at	---	T25B6.1
183141_at	---	W03A5.1
183142_at	---	B0348.2
183143_at	srg-67	ZC317.4
183144_at	---	B0348.5
183145_at	srh-31	W06D12.7
183146_at	dod-20	B0554.6
183147_at	---	C06G1.2
183148_at	---	F20D6.1
183149_at	---	R03H4.6
183150_s_at	---	---
183151_at	---	F42G8.7
183152_at	---	C03E10.1
183153_at	srg-33	F21F8.1
183154_at	---	Y12A6A.1
183155_at	---	D2096.1
183156_at	---	---
183157_s_at	lin-37	ZK418.4
183158_at	---	ZK121.2
183159_at	---	F09F9.2
183160_at	---	C08A9.4
183161_at	bbs-5	R01H10.6
183162_at	---	W06H8.8
183163_at	---	B0554.4
183164_at	srab-3	C04F5.6
183165_s_at	---	R09A1.2
183166_at	---	C16A3.6
183167_at	---	C10A4.5
183168_at	---	F07B7.8 /// K06C4.1
183169_s_at	---	F07B7.8 /// K06C4.1
183170_at	srab-4	C33G8.5
183171_at	math-24	C46F9.3
183172_s_at	eif-3.K	T16G1.11
183173_at	---	R09H10.2
183174_at	srv-17	C06E7.7
183175_at	---	T28F2.1
183176_at	---	T07C12.8
183177_at	srg-31	T07H8.5
183178_at	---	T22E5.1
183179_at	srbc-70	F30B5.6
183180_s_at	---	H03G16.2
183181_at	---	F28F9.3
183182_at	---	F59B1.4
183183_s_at	---	F33D4.4
183184_at	---	C08A9.6
183185_at	---	F15H10.8
183186_at	---	T07H8.4
183187_at	dod-17	K10D11.1
183188_at	---	K09E2.1
183189_s_at	---	C44C10.9
183190_at	---	C54E4.5
183191_at	---	F38B6.7
183192_at	nhr-172	C54F6.9
183193_at	---	C46G7.2
183194_s_at	---	F08F3.6
183195_at	---	Y15E3A.3
183196_at	---	C54F6.4
183197_at	---	---
183198_at	---	D1073.1
183199_at	---	F59A1.12
183200_at	---	F25E5.4
183201_at	---	M02D8.1
183202_at	srbc-18	C45H4.6
183203_at	ulp-2	Y38A8.3
183204_at	---	F25E5.3
183205_at	tag-305	Y71G12A.3
183206_at	---	F07C3.9
183207_at	---	D2096.3
183208_at	---	F34D10.3
183209_at	---	F08F3.9
183210_at	---	K03E6.7
183211_s_at	---	C04F12.7
183212_at	---	W05F2.4
183213_at	---	F21F3.4
183214_at	---	C26F1.7
183215_at	grl-22	W03A5.3
183216_at	---	Y51B9A.8
183217_at	---	C24H11.5
183218_at	---	T25B6.6
183219_s_at	---	B0391.6 /// Y73B3A.15
183220_at	---	C53A3.1
183221_at	---	C46G7.3
183222_at	---	ZC449.1
183223_at	srx-33	T01C4.3
183224_at	---	F43C9.3
183225_at	---	W06B4.2
183226_at	---	C12D5.4
183227_at	---	T07A9.5
183228_at	---	C17C3.5
183229_s_at	---	ZK1010.5
183230_at	---	R02E4.3
183231_at	---	K01A2.3
183232_s_at	---	K01A2.4 /// K01A2.3
183233_at	---	---
183234_s_at	---	ZC449.2
183235_at	srt-54	K10B4.2
183236_at	---	F53H1.3
183237_s_at	---	ZK180.5
183238_s_at	---	W01C8.4
183239_at	---	ZC513.2
183240_s_at	---	H37A05.1
183241_at	---	Y41C4A.1
183242_at	---	C10A4.3
183243_at	srj-33	T07C12.1
183244_at	---	F58E10.1
183245_at	---	T07A9.8
183246_at	---	F55D1.2
183247_at	---	C26F1.3
183248_at	---	R05A10.4
183249_s_at	---	---
183250_at	---	ZC513.5
183251_s_at	---	F31D5.4
183252_at	---	K02F2.5
183253_at	---	---
183254_at	---	T26A5.8
183255_at	---	T22E5.6
183256_at	---	C01G5.6
183257_at	---	C09E8.1
183258_at	---	F38B6.2
183259_at	---	---
183260_at	---	---
183261_at	---	H03G16.5
183262_at	unc-46	C04F5.3
183263_s_at	---	F59B1.8
183264_at	col-99	F29C4.8
183265_at	---	C26F1.6
183266_at	---	K07A12.7
183267_at	srx-93	F59B1.3
183268_at	---	Y41C4A.6
183269_s_at	ugt-64	C07G3.9
183270_at	---	C14A4.12
183271_at	---	---
183272_at	---	C03H5.6
183273_at	---	C14C6.3
183274_at	---	F28C6.10
183275_at	---	F02C9.4
183276_at	---	F10E7.6
183277_at	---	ZK697.3
183278_at	---	C45E5.3
183279_at	srb-2	C27D6.9
183280_at	---	R07C3.3
183281_at	---	Y104H12D.2
183282_at	---	F46C8.1
183283_at	---	ZC239.5
183284_at	pqn-66	T16A1.7
183285_at	---	C26B2.2
183286_at	---	---
183287_at	---	Y4C6B.2
183288_at	---	T16A1.1
183289_at	---	T07H8.2
183290_at	---	R07E5.11
183291_at	---	F56C9.3
183292_at	---	W09D10.5
183293_at	---	M03C11.3
183294_at	---	F58F9.3
183295_at	---	C09B8.5
183296_at	---	D1007.9
183297_at	---	T26A8.1
183298_at	srz-20	F56D6.5
183299_at	---	T09E11.7
183300_at	---	F41A4.1
183301_s_at	---	F35C5.12
183302_at	---	F55A4.5
183303_at	sre-28	T07C12.6
183304_at	ncx-9	C13D9.8
183305_at	srx-7	C14C6.1
183306_at	---	F40F11.4
183307_at	---	F16B12.6
183308_at	---	ZK180.2
183309_at	---	K03H6.2
183310_s_at	---	T23C6.3
183311_at	---	F40H3.1
183312_at	srsx-13	C13D9.6
183313_at	---	K02B2.6
183314_at	---	C29F5.1
183315_s_at	---	F08F8.7
183316_at	duo-2	F29C4.5
183317_at	---	R09B5.1
183318_at	---	F23D12.5
183319_at	---	---
183320_at	---	F45E4.5
183321_at	---	F17E9.7
183322_at	---	C06A12.3
183323_at	---	K11C4.2
183324_at	---	K10D11.5
183325_s_at	---	F22D3.6
183326_at	---	C30E1.8
183327_at	---	C32H11.3
183328_at	---	Y38F1A.1
183329_at	---	F42G8.5
183330_s_at	---	C09B8.4
183331_s_at	---	Y39B6A.12
183332_at	---	K09E2.3
183333_at	---	C33H5.4
183334_at	---	C16B8.2
183335_at	---	Y39B6A.29
183336_at	srx-41	F59B1.7
183337_at	---	C49H3.4
183338_at	---	---
183339_at	---	T21H3.5
183340_at	---	ZC449.5
183341_at	---	T23G11.1
183342_at	---	C08A9.8
183343_at	---	C39F7.1
183344_at	pqn-54	R09B5.5
183345_at	---	C54E4.1
183346_at	srx-35	T01C4.5
183347_at	srab-1	C04F5.4
183348_at	---	F35C12.3
183349_s_at	---	K05B2.2
183350_at	---	C18D11.1
183351_at	---	---
183352_at	---	C43H8.2
183353_at	---	---
183354_at	---	F46B3.15
183355_s_at	gtl-1	C05C12.3
183356_at	---	C09B8.3
183357_at	---	Y50E8A.1
183358_at	---	C15H9.5
183359_at	---	F58E2.4
183360_s_at	---	T28F2.4
183361_at	---	K01D12.8
183362_s_at	---	F55B11.2
183363_at	---	ZC513.1
183364_at	---	Y39B6A.13
183365_at	twk-37	C48E7.9
183366_at	---	Y39B6A.40
183367_at	---	M02D8.5
183368_at	---	C03H5.3
183369_at	---	W06D12.6
183370_at	---	C06E4.2
183371_at	---	F58E2.3
183372_at	---	Y39B6A.16
183373_at	---	F55B12.2
183374_at	---	T07G12.8
183375_at	---	T16G1.10
183376_at	---	Y39B6A.28
183377_at	---	Y50E8A.2
183378_at	---	F55G11.8
183379_at	---	K01D12.9
183380_at	---	F10E7.3
183381_at	---	C50F7.5
183382_at	srh-292	Y94A7B.1
183383_s_at	---	B0212.4
183384_at	---	Y70C5C.5
183385_at	srz-15	C32H11.2
183386_s_at	---	C52E2.3 /// ZK250.2
183387_at	---	---
183388_at	---	F23B12.4
183389_at	---	Y39B6A.7
183390_at	---	F55D1.1
183391_at	---	R09H10.1
183392_at	---	K07E3.1
183393_at	---	Y39B6A.22
183394_at	---	T26A8.3
183395_at	---	K09E2.4
183396_s_at	---	F10E7.8
183397_at	srh-308	F58E10.6
183398_at	---	W05H7.4
183399_at	pro-3	Y39B6A.14
183400_at	---	T07F10.5 /// ZK678.3
183401_at	---	C25H3.7
183402_at	---	T10C6.10
183403_at	---	Y39B6A.15
183404_at	---	F11A5.13
183405_at	srt-27	C24B9.6
183406_at	---	Y70C5C.3
183407_at	---	F40H3.3
183408_at	---	W01C8.5
183409_at	---	K10D11.6
183410_s_at	---	D2062.5 /// D2062.4
183411_at	---	ZC449.4
183412_at	---	---
183413_at	---	Y50E8A.7
183414_at	---	F23D12.4
183415_at	---	K01D12.3
183416_s_at	tgt-2	Y39B6A.35
183417_at	mdt-1.2	T23C6.1
183418_at	---	K12B6.3
183419_at	---	B0024.13
183420_at	---	C33H5.8
183421_at	---	F25E5.5
183422_at	ins-32	Y8A9A.6
183423_at	---	---
183424_at	---	M03F8.2
183425_at	---	F35C8.5
183426_at	---	Y56A3A.2
183427_s_at	---	Y56A3A.2
183428_at	---	F55G11.1
183429_at	---	F02D10.4
183430_at	---	Y39B6A.34
183431_s_at	---	Y39B6A.34
183432_s_at	---	K10B4.3
183433_at	---	M03F8.4
183434_at	---	Y39B6A.8
183435_at	---	F46B3.14
183436_at	ech-5	F56B3.5
183437_at	---	F02C9.1
183438_s_at	nlp-20	F45E4.8
183439_at	---	F11A5.11
183440_s_at	---	R09A1.3
183441_at	---	C54F6.5
183442_at	---	K10D11.2
183443_s_at	---	C26B2.7
183444_at	---	D2062.4
183445_at	math-21	C40D2.3
183446_at	srbc-16	C45H4.1
183447_s_at	---	W09B7.3 /// F07B7.14
183448_at	---	F49E12.5
183449_s_at	drr-1	F45H10.4
183450_at	clec-1	F25B4.9
183451_at	---	C49C3.13
183452_s_at	---	Y32F6B.1
183453_at	---	Y39B6A.31
183454_at	---	F38B6.1
183455_at	---	F26B1.1
183456_at	fbxa-84	T09F5.11
183457_s_at	---	Y39B6A.10
183458_at	---	F58F9.3
183459_at	---	---
183460_s_at	twk-46	Y39B6A.19
183461_at	---	Y48C3A.9
183462_at	---	T22E5.3
183463_at	---	Y39B6A.33
183464_at	---	F13B12.7
183465_at	---	M02F4.3
183466_at	---	Y39B6A.9
183467_at	---	C50F4.12
183468_s_at	---	C26B2.1
183469_at	fbxb-37	T16A1.8
183470_at	asp-1	Y39B6A.20
183471_at	---	---
183472_at	---	C05C12.6
183473_at	---	D2096.9
183474_at	---	F01G10.4
183475_at	srw-127	C33G8.1
183476_at	math-49	ZK250.7
183477_at	---	Y39B6A.18
183478_at	---	Y48C3A.1
183479_at	srh-303	Y94A7B.7
183480_at	---	C32H11.6
183481_s_at	---	T26A8.4
183482_at	---	C17A2.3
183483_at	---	K12B6.1
183484_at	---	ZK470.1
183485_at	---	F46C8.7
183486_at	---	C17A2.5
183487_at	---	R05G6.5
183488_s_at	---	F25B4.5
183489_at	---	C24A8.5
183490_at	---	---
183491_at	tag-314	F15H10.4
183492_at	---	Y39A1A.9
183493_at	---	B0432.3
183494_at	---	Y39B6A.11
183495_at	---	F32A6.1
183496_at	---	C26B2.8
183497_at	---	---
183498_s_at	nhr-145 /// npp-12	T23H2.1 /// Y39B6A.47
183499_at	---	C10A4.4
183500_at	---	D2024.1
183501_at	---	B0047.1
183502_at	---	Y39B6A.17
183503_at	---	R05A10.5
183504_at	---	---
183505_at	---	M01B2.10
183506_at	---	F26A1.7
183507_at	---	T10A3.1
183508_at	---	C26B2.6
183509_at	---	F45H10.2
183510_at	---	R03A10.2
183511_at	---	F40G9.8
183512_at	---	F44A2.7
183513_at	---	F47G6.3
183514_s_at	---	F47G6.3
183515_at	---	C24G7.1
183516_at	---	F40G9.2
183517_at	---	F58F9.6
183518_s_at	---	F45E10.1
183519_at	---	F25B4.4
183520_at	fbxa-47	C39B5.9
183521_at	---	F07C6.4
183522_at	---	Y69H2.13
183523_at	---	K12B6.6
183524_at	---	F31F7.2
183525_s_at	---	F31F7.2
183526_at	---	C14C6.5
183527_s_at	---	C14C6.5
183528_at	---	T21B10.4
183529_s_at	---	F59H5.1
183530_at	---	F40G9.6
183531_at	---	---
183532_at	srsx-12	C13D9.5
183533_s_at	---	F07B7.7 /// ZC411.1
183534_at	fbxa-8	C39B5.8
183535_at	---	F46C8.3
183536_at	---	Y4C6B.5
183537_at	---	C03G6.6
183538_at	---	T22F7.1
183539_s_at	---	C06E7.4
183540_at	---	K02B12.6
183541_at	coq-1	C24A11.9
183542_at	---	C24A1.2
183543_at	---	Y39A1A.1
183544_at	---	K03H6.4
183545_s_at	snx-1	C05D9.1
183546_s_at	tag-203	K02F2.3
183547_at	---	C44C1.2
183548_at	---	C50F7.6
183549_at	---	C49A9.5
183550_at	---	C46G7.1
183551_at	hlh-21	F40G9.4
183552_s_at	---	M03D4.6
183553_s_at	---	F42G9.6
183554_at	---	R05A10.6
183555_at	tag-244	C34H4.3
183556_at	sru-21	C08F11.4
183557_at	---	C05D9.3
183558_at	bath-24	B0047.3
183559_s_at	---	Y43D4A.3 /// Y43D4A.4 /// C27A7.6
183560_at	---	---
183561_s_at	---	F40F12.7
183562_s_at	inx-7	K02B2.4
183563_at	---	F31D5.2
183564_at	---	C50A2.4
183565_at	srbc-14	T05E12.2
183566_at	---	C14C6.2
183567_s_at	---	C14C6.2
183568_at	srz-56	C39B5.1
183569_at	---	C33G8.4
183570_at	---	W06H8.4
183571_at	---	F56B3.8
183572_at	---	F58E2.2
183573_s_at	---	C36C9.4 /// T25D1.2
183574_at	---	Y50D7A.8
183575_at	---	T14A8.2
183576_s_at	---	K02F6.8 /// K02F6.5
183577_at	pqn-95	ZK1067.7
183578_at	---	M01G5.3
183579_at	---	Y48E1B.4
183580_at	---	Y38H6A.1
183581_at	---	F48C1.5
183582_at	---	C47E12.6
183583_at	---	C06E4.1
183584_at	---	K09E3.7
183585_at	---	K03H6.5
183586_at	sre-12	T07H8.7
183587_at	---	F40F11.3
183588_at	---	C29F9.6
183589_at	---	F58E2.5
183590_at	---	C50E3.6
183591_at	---	C29F9.8
183592_s_at	---	F13B12.1
183593_at	---	F59A1.11
183594_at	---	C29F9.1
183595_at	---	R03A10.3
183596_at	---	R02F2.5
183597_at	aip-1	F58E10.4
183598_at	---	K09E3.2
183599_at	cof-2	C48E7.5
183600_at	---	F45E1.5
183601_at	---	C06E7.4
183602_at	---	C43H6.1
183603_at	---	F23B12.3 /// F23B12.4
183604_at	---	T08A11.2
183605_at	---	F43E2.9
183606_at	---	F17E9.8
183607_at	---	C29F9.5
183608_at	---	F44A2.3
183609_at	---	C06E4.5
183610_at	---	W06D12.1
183611_at	---	C06A5.4
183612_s_at	---	C06A5.4 /// F14D2.9
183613_at	---	R05A10.7
183614_at	---	Y39A1A.6
183615_at	---	W02D3.4
183616_s_at	---	F47B3.7
183617_at	---	C16C8.4
183618_at	---	C24B5.1
183619_at	---	C15C7.6
183620_at	---	W06B4.1
183621_at	---	F31F7.1
183622_s_at	---	T26A5.2
183623_at	---	---
183624_at	dod-22	F55G11.5
183625_at	---	C50E3.3
183626_at	---	C45E5.2
183627_at	---	T10E9.5
183628_at	---	C14C6.7
183629_at	---	F55G11.6
183630_at	---	C29F9.3
183631_at	fbxa-98	C08F11.5
183632_at	---	R02F2.6
183633_at	---	C49C3.15
183634_at	---	F26G5.1
183635_s_at	---	C01G5.8
183636_at	---	F46B3.12
183637_at	---	C49H3.6
183638_at	---	---
183639_at	---	F13A7.11
183640_at	srz-23	F58E2.9
183641_at	---	F08B12.4
183642_s_at	---	B0336.7
183643_at	---	Y50E8A.6
183644_at	---	R01H2.2
183645_at	---	---
183646_at	---	R10H10.4
183647_at	---	F13H10.5
183648_s_at	---	K08F8.5
183649_at	---	F41D9.3
183650_at	---	R13F6.4
183651_at	nhr-147	C03G6.8
183652_at	---	K01A2.2
183653_at	---	F41D9.2
183654_at	---	F44E7.6
183655_at	---	F01G10.6
183656_at	---	C08A9.9
183657_at	---	F26F4.8
183658_at	---	C50F7.3
183659_at	rabn-5	F01F1.4
183660_at	---	C08F11.2
183661_at	---	R02F2.1
183662_at	---	T12A2.5
183663_s_at	---	Y41C4A.8
183664_at	---	F17E9.3
183665_s_at	---	F48G7.5
183666_at	col-138	C52D10.13
183667_at	fbxa-118	M162.8
183668_s_at	fbxa-118	M162.8
183669_s_at	---	C29F9.8 /// C29F9.9
183670_at	---	C18A3.1
183671_at	---	F58F9.4
183672_at	---	---
183673_at	---	F36H5.4
183674_at	hlh-26	C17C3.8
183675_s_at	tag-65	F58G11.5
183676_s_at	---	F08F8.5 /// F08F8.1
183677_at	---	C16E9.1
183678_at	---	T12A2.7 /// T12A2.8
183679_at	---	Y56A3A.9
183680_at	---	T10E9.1
183681_s_at	---	M03C11.7
183682_at	---	F37C4.8
183683_at	oig-3	Y50E8A.3
183684_at	---	K03E5.1
183685_at	col-116	F17E9.1
183686_at	---	F53H1.3
183687_at	---	W03A5.4
183688_at	---	F59A3.2
183689_at	---	C54F6.3
183690_at	---	C08F11.7
183691_at	---	F35C8.2
183692_s_at	---	R05A10.3
183693_at	---	Y50E8A.5
183694_at	---	F36A4.8
183695_at	---	F58F6.3
183696_at	---	ZK1010.4
183697_at	---	T16A1.4
183698_at	---	F59A3.3
183699_at	---	---
183700_s_at	---	F35E8.10 /// F35E8.13
183701_s_at	---	Y71F9AL.4 /// F20B6.6
183702_at	---	K05B2.4
183703_s_at	ugt-22	C08F11.8 /// Y43D4A.2
183704_at	---	T20F5.7
183705_at	---	K10D11.4
183706_at	---	T20F5.5
183707_s_at	---	ZK973.9
183708_at	---	C48E7.2
183709_at	---	T23G11.7
183710_at	ger-1	R01H2.5
183711_at	---	T09E11.4
183712_at	---	Y54G9A.1
183713_at	---	C24G7.2
183714_at	---	F42G9.4
183715_at	tag-280	F15A4.12
183716_at	---	F20A1.2
183717_at	---	F20B10.3
183718_at	---	Y41C4A.2
183719_at	---	R07C3.9
183720_at	---	C42C1.3
183721_at	---	F17E9.4
183722_at	---	F26A1.6
183723_at	math-1	B0047.4
183724_at	---	Y11D7A.5
183725_at	---	F15H10.10 /// F15H10.5
183726_at	---	---
183727_s_at	---	F48C1.6
183728_at	nlp-24	F35B12.7
183729_at	srab-13	F59A7.3
183730_at	tag-304	F53E2.1
183731_at	---	K01D12.1
183732_at	srh-298	Y94A7B.5
183733_at	---	F44C8.7
183734_at	---	F27C1.1
183735_at	---	K03H9.3
183736_at	fbxa-125	B0511.3
183737_at	---	T16A1.2
183738_at	---	C33H5.1
183739_at	---	F07C3.3
183740_at	---	Y53H1C.1
183741_s_at	---	Y73F4A.1
183742_at	---	F40H6.1
183743_at	col-55	T05E7.2
183744_at	---	F59A1.10
183745_at	---	F09F7.1
183746_at	str-77	W06D12.4
183747_at	---	C27A2.5
183748_at	---	C14C6.6
183749_at	---	C41H7.3
183750_at	---	T07E3.2
183751_at	---	---
183752_at	---	T12A2.1
183753_at	---	T26A8.2
183754_at	---	Y43F4B.8
183755_s_at	---	F46C8.8
183756_at	math-17	C16C4.9
183757_at	---	ZK402.5
183758_s_at	srt-19 /// srt-20	F47D2.7 /// F47D2.1
183759_at	oig-2	Y38F1A.9
183760_s_at	---	F28B3.7
183761_at	---	M03C11.6
183762_at	---	R02F2.7
183763_at	---	T12B3.4
183764_at	tag-160	Y6B3B.10
183765_s_at	---	F34D10.4
183766_at	---	C06A5.1
183767_at	---	M02E1.1
183768_at	---	F20A1.4
183769_s_at	---	F54H12.6
183770_at	---	W02H5.2
183771_at	nrf-5	F55B12.5
183772_at	---	F22G12.3
183773_at	---	K12B6.4
183774_s_at	---	K12H6.9
183775_at	---	C34G6.6
183776_at	---	F01F1.2
183777_at	---	---
183778_s_at	---	F52G3.5
183779_at	---	ZK121.1
183780_at	---	F01G10.5
183781_at	---	C47E12.9
183782_at	---	ZK1058.5
183783_at	---	ZK185.2
183784_at	ulp-5	K02F2.4
183785_at	---	F26F4.6
183786_at	---	F41D9.1
183787_at	---	W02H5.1
183788_at	srh-291	Y94A7B.3
183789_s_at	---	T09E8.1
183790_s_at	---	F42G10.1
183791_at	srt-35	F47D2.4
183792_s_at	---	F34D10.2
183793_at	---	Y39B6A.43
183794_at	---	ZK1225.1
183795_s_at	---	T25D3.2
183796_s_at	---	Y87G2A.12 /// K01D12.2
183797_at	fbxb-13	C08F1.3
183798_at	---	---
