Probe Set ID	Gene Symbol	Ensembl
183799_at	---	K03H6.1
183800_at	---	C50E3.8
183801_at	---	T08G11.3
183802_at	---	T05E7.4
183803_at	---	C30E1.4
183804_at	---	ZK1067.2
183805_at	srx-78	C01G10.3
183806_at	---	F43G6.10
183807_at	---	K07D4.5
183808_at	srh-304	Y94A7B.9
183809_at	---	C03H5.5
183810_at	---	R05A10.8
183811_at	---	K09H9.2
183812_at	klp-8	C15C7.2
183813_at	---	---
183814_at	srd-74	C24H11.4
183815_at	---	F21E9.3
183816_at	---	K09E2.2
183817_at	---	K04G7.1
183818_s_at	---	C05E7.1
183819_at	---	C15H11.1
183820_at	---	F32B5.4
183821_at	---	F10E7.2
183822_s_at	---	F10E7.2 /// C27H5.3
183823_s_at	---	T08A11.1
183824_s_at	---	F38A6.3
183825_at	---	---
183826_at	---	F01G10.9
183827_at	---	K01A2.5
183828_at	---	C08F11.3
183829_at	---	F42G8.9
183830_at	rnf-1	C06A5.9
183831_at	srz-29	C08F11.9
183832_at	srh-301	Y94A7B.8
183833_at	---	C31A11.1
183834_at	---	F56F12.1
183835_at	---	C42C1.6
183836_at	---	T25E12.6
183837_s_at	---	W08F4.8
183838_s_at	twk-33	W06D12.5
183839_at	---	C03E10.3
183840_at	flt-1	ZK783.4
183841_at	---	C50F7.9
183842_s_at	---	F58F9.1 /// F19G12.2
183843_at	---	R03A10.1
183844_s_at	---	F28B3.10
183845_s_at	---	C54G7.2
183846_at	---	Y56A3A.5
183847_at	---	C15F1.1
183848_at	dod-23	F49E12.2
183849_at	---	ZK355.6
183850_at	---	Y48E1B.8
183851_at	---	D2062.7
183852_s_at	---	Y48E1B.5
183853_at	---	T07A9.1
183854_s_at	---	T21D12.3 /// T07A9.1
183855_at	srh-137	Y70C5C.4
183856_at	---	Y68A4B.3
183857_s_at	---	Y56A3A.6
183858_at	---	ZK355.1
183859_at	---	F13H10.1
183860_at	---	C53A5.13
183861_at	---	W02D9.10
183862_at	---	F02C9.2
183863_at	---	ZK783.3
183864_s_at	taf-12	Y56A3A.4
183865_s_at	snf-9	Y43D4A.1 /// C49C3.1
183866_s_at	---	ZK742.2
183867_at	---	C45E5.4
183868_at	---	K12H6.8
183869_at	---	C18D11.3
183870_at	---	C01G10.5
183871_at	---	Y39B6A.41
183872_at	---	F35G12.7
183873_at	---	F28B3.1
183874_s_at	---	Y56A3A.7
183875_at	---	K07D4.6
183876_at	---	C07G3.2
183877_s_at	---	B0511.9
183878_at	---	F09F7.3
183879_at	math-2	C08F1.1
183880_at	---	T05A8.2
183881_at	---	F42E11.3
183882_at	---	Y11D7A.8
183883_at	---	B0222.5
183884_at	---	F32B6.11
183885_at	---	C07G3.8
183886_at	---	F08F8.1
183887_at	---	K07A9.3
183888_at	dnj-24	W03A5.7
183889_s_at	---	D1022.7
183890_at	---	Y70C5C.1
183891_at	---	F29B9.4
183892_at	---	C10A4.6
183893_s_at	---	C08F1.6
183894_at	---	C17C3.3
183895_at	nlp-25	Y43F8C.1
183896_at	---	Y39A1A.7
183897_s_at	sec-10	C33H5.9
183898_at	---	R74.7
183899_at	---	C06A5.2
183900_at	---	T12B3.2
183901_s_at	---	F09E5.9 /// F09E5.10
183902_at	---	F43E2.5
183903_at	---	F18A1.1
183904_at	---	T12A2.3
183905_at	---	Y51A2A.1
183906_at	---	F56D2.2
183907_at	---	ZK1025.7
183908_at	---	F09F7.5
183909_at	---	W08F4.3
183910_at	---	R13G10.4
183911_at	---	T19A5.3
183912_at	---	T10C6.6
183913_s_at	---	T10E9.3
183914_s_at	---	R08E3.3
183915_at	---	M01G4.1
183916_at	---	T22E7.1
183917_at	gbf-1	C24H11.7
183918_s_at	---	T24H7.2
183919_s_at	evl-14	H38K22.1
183920_s_at	---	K02E7.9
183921_at	---	F26F4.2
183922_at	---	F28B3.3
183923_at	fbxa-137	T27B7.7
183924_at	---	C18A3.7
183925_at	---	B0511.13
183926_at	---	M02F4.2
183927_at	---	---
183928_at	---	R07C3.7
183929_at	srh-183	Y60A3A.3
183930_at	---	C17C3.9
183931_at	---	C47D12.4
183932_at	---	F38E1.6
183933_at	---	B0047.2
183934_s_at	---	Y47D3B.9
183935_at	---	R07C3.6
183936_at	---	W08F4.7
183937_s_at	---	T21C12.3
183938_at	---	F46F5.4
183939_at	fbxb-53	F36H5.5
183940_at	---	F56D2.5
183941_s_at	---	F56D3.1
183942_s_at	---	T14B4.5
183943_at	---	C01F1.4
183944_at	---	C16C8.9
183945_at	---	C25H3.11
183946_at	---	---
183947_at	---	K02E7.6
183948_at	---	ZK1010.8
183949_at	---	F13H8.1
183950_at	ift-74	C18H9.8
183951_at	---	C33H5.7
183952_s_at	---	C33H5.7
183953_at	inft-1	F58B6.2
183954_at	---	C46F11.3
183955_at	---	W04B5.3
183956_at	---	C48E7.1
183957_s_at	let-711	F57B9.2
183958_s_at	---	F43E2.7
183959_at	---	C49A9.2
183960_at	---	F59A1.13
183961_at	---	K05F1.5
183962_at	---	R07C3.2
183963_at	---	C29F9.2
183964_at	---	T24A6.7
183965_at	---	F46B3.16
183966_at	---	F28B3.4
183967_at	---	B0432.8
183968_at	vab-19	T22D2.1
183969_at	tag-235	M03C11.4
183970_at	---	T04C12.3
183971_at	---	C18A3.4
183972_at	---	D1005.3
183973_at	---	F17E9.2
183974_at	clx-1	C50F7.2
183975_s_at	pqn-46	F57B9.9
183976_at	---	Y56A3A.1
183977_at	str-193	C50C10.6
183978_at	---	B0212.1
183979_at	---	B0432.1
183980_at	srx-104	F40H7.7
183981_at	---	H37A05.2
183982_s_at	---	R02D3.4
183983_at	---	C17C3.6
183984_at	---	C49H3.3
183985_at	---	T09E11.3
183986_s_at	---	T09E11.3 /// T15D6.1
183987_at	---	F36A4.5
183988_at	---	F55D12.6
183989_at	fbxa-53	F07G6.7
183990_at	---	F38B6.6
183991_at	---	B0511.5
183992_at	djr-1.1	B0432.2
183993_at	math-15	C16C4.5
183994_at	math-48	ZK250.6
183995_s_at	math-48	ZK250.5 /// ZK250.6
183996_s_at	---	F59A3.9
183997_at	---	C40D2.4
183998_at	---	---
183999_s_at	---	Y45F10C.1 /// B0513.6
184000_at	---	R05F9.7
184001_at	---	C30B5.7
184002_at	clc-1	C09F12.1
184003_s_at	clc-1	C09F12.1
184004_s_at	---	W03B1.3
184005_at	rabx-5	Y39A1A.5
184006_at	---	C17A2.4
184007_at	---	R07C3.8
184008_at	---	D1022.5
184009_at	---	K03H9.1
184010_at	---	K05F1.1
184011_at	---	T16A1.3
184012_at	---	---
184013_at	---	D1005.4
184014_s_at	---	W09B7.1 /// F07B7.1
184015_at	---	R05F9.9
184016_at	---	W03A5.5
184017_at	---	F13H8.3
184018_at	---	T14B4.8
184019_at	---	C01F1.3
184020_at	---	C16C8.5
184021_at	---	---
184022_s_at	---	C48E7.6
184023_at	---	D1022.3
184024_at	---	C18A3.2
184025_s_at	---	---
184026_at	---	K05B2.5
184027_at	---	C01G5.9
184028_at	---	Y38F1A.4
184029_at	---	C16C4.7
184030_at	---	W06H8.6
184031_at	---	F36A4.2
184032_at	---	C43H6.7
184033_s_at	---	ZK250.5
184034_at	srx-90	H12C20.5
184035_at	---	M02F4.7
184036_at	---	---
184037_at	---	---
184038_at	srw-101	ZK697.13
184039_at	---	C29F5.5
184040_s_at	sdz-3	C29F5.5 /// C29F5.2
184041_at	---	F09G2.2
184042_at	---	C15F1.8
184043_s_at	tag-131	H38K22.3
184044_at	---	T10D4.3
184045_at	---	F43E2.3
184046_at	srt-38	F47D2.6
184047_at	ugt-36	F09G2.6
184048_s_at	---	ZK1225.5
184049_at	cogc-8	R02D3.2
184050_s_at	---	F44A2.5
184051_at	---	---
184052_s_at	---	F54H12.1
184053_at	---	C01F1.5
184054_at	---	ZK355.4
184055_at	---	C12D5.5
184056_at	---	F29B9.1
184057_at	---	F35C5.11
184058_s_at	---	ZC155.3
184059_at	---	F59A7.1
184060_at	---	---
184061_at	---	T26A5.5
184062_at	---	B0336.5
184063_at	---	ZK1067.8
184064_s_at	---	W03B1.5 /// W03B1.9
184065_at	---	Y38F1A.7
184066_at	bmy-1	F09E5.17
184067_at	---	C34G6.1
184068_at	---	R05D8.7
184069_at	---	F49E12.7
184070_at	---	C43H6.1
184071_s_at	ccg-1	Y73F8A.6
184072_at	tag-200	T26A5.1
184073_at	try-5	K07B1.1
184074_at	---	C10A4.2
184075_s_at	ify-1	C27A2.3
184076_at	---	C01G5.4
184077_at	---	F49E12.8
184078_at	---	C42C1.7
184079_at	---	R09B5.4
184080_at	dnj-21	T19B4.4
184081_at	srx-16	T07H8.1
184082_s_at	---	F38A5.6
184083_s_at	---	F37B12.3
184084_at	---	C17A2.2
184085_at	---	F25B4.2
184086_at	---	W03B1.7
184087_at	---	F59B1.6
184088_at	---	F44E7.7
184089_s_at	---	F09G2.9
184090_at	---	T21B10.1
184091_at	grl-10	C26F1.5
184092_at	---	M03F8.6
184093_at	---	M01H9.1
184094_at	srx-36	T01C4.6
184095_at	---	F17E9.5
184096_at	fbxb-99	Y8A9A.5
184097_at	tag-340	F26F4.4
184098_s_at	---	Y73F4A.2
184099_at	---	---
184100_at	math-25	C46F9.4
184101_at	srx-56	C03G6.2
184102_s_at	---	ZK1025.2 /// ZK1025.8
184103_s_at	---	W09B7.2 /// F07B7.2
184104_at	---	F15A4.10
184105_at	---	Y68A4B.2
184106_at	---	M03F8.1
184107_at	---	K09D9.1
184108_s_at	---	ZK1225.4
184109_s_at	---	F54D5.14
184110_at	ubc-14	Y87G2A.9
184111_s_at	nhl-2	F26F4.7
184112_at	---	W06B4.3
184113_at	sre-11	C12D5.11
184114_at	---	F25E5.7
184115_at	---	T09F5.10
184116_s_at	---	T05E12.6
184117_at	---	Y12A6A.2
184118_at	---	T10D4.1
184119_at	---	---
184120_at	---	K01A11.1
184121_at	clec-43	R07C3.1
184122_at	---	M03F8.3
184123_at	srxa-14	Y44A6B.1
184124_at	---	F48C1.8
184125_at	---	C05D12.1
184126_at	srz-18	F46B3.11
184127_at	glo-4	F07C3.4
184128_s_at	---	Y45F3A.1
184129_at	---	C08F11.1
184130_at	---	F20D6.2
184131_at	---	F48B9.3
184132_at	---	F36H5.8
184133_at	---	---
184134_at	---	F49E8.1
184135_s_at	---	F49E8.1
184136_at	---	W01C8.1
184137_at	---	Y73F8A.5
184138_at	---	K02E7.1
184139_at	ddl-2	Y48E1B.1
184140_at	---	F49E8.2
184141_at	---	T09E11.5
184142_s_at	---	R04A9.2
184143_at	---	Y50E8A.9
184144_at	---	---
184145_at	nlp-32	F30H5.2
184146_s_at	---	B0336.6
184147_at	---	F55F1.1 /// F55F1.3
184148_at	---	Y8A9A.3
184149_at	---	C12D5.3
184150_at	---	F21F3.1
184151_at	---	F26A1.9
184152_at	---	ZK697.1
184153_at	---	F15H10.6
184154_at	---	C30E1.3
184155_at	srh-74	C45B11.4
184156_at	---	K12B6.8
184157_at	---	K09H9.7
184158_at	tyr-4	C34G6.2
184159_at	---	T05E12.6
184160_at	rnh-1.3	C04F12.9
184161_at	uev-2	F56D2.4
184162_at	dpy-2	T14B4.6
184163_at	---	ZC239.4
184164_at	mif-1	Y56A3A.3
184165_at	str-187	F26D10.8
184166_at	---	F43C9.1
184167_s_at	---	W04B5.4
184168_at	---	R02F2.8
184169_s_at	---	C01G12.3
184170_at	---	F47B8.10
184171_at	---	Y51B9A.4
184172_at	---	---
184173_at	---	C54F6.6
184174_at	---	ZC204.12
184175_at	---	F58E10.7
184176_at	---	T08B1.2
184177_at	---	F38B6.3
184178_at	frm-9	F31B12.3
184179_at	---	T14B4.9
184180_at	---	---
184181_at	srr-8	C13D9.3
184182_at	---	F28D1.11
184183_s_at	---	R04B3.3
184184_at	---	T04C12.2
184185_at	---	C49C3.11
184186_at	---	W05F2.4
184187_at	---	T09E11.8
184188_at	---	Y37A1B.6
184189_at	srh-300	Y94A7B.6
184190_at	---	C01G12.1
184191_at	cnc-4	R09B5.9
184192_at	srbc-21	C45H4.7
184193_at	---	C04F12.5
184194_s_at	---	ZK1025.7
184195_at	---	F09G2.4
184196_at	---	K09D9.9
184197_at	---	H03G16.1
184198_at	srt-17	F48G7.6
184199_s_at	---	C04F1.1
184200_at	---	M01G5.3
184201_at	---	C08A9.5
184202_at	---	C35D10.2
184203_at	smc-3	Y47D3A.26
184204_at	rab-35	Y47D3A.25
184205_at	---	Y52B11B.1
184206_at	---	Y43F11A.5
184207_at	---	Y17G7B.11
184208_at	---	Y17G7B.14
184209_s_at	---	C56C10.7
184210_at	---	F49D11.7
184211_at	srbc-41	F16B4.10
184212_s_at	tag-309	C56C10.3
184213_s_at	---	F53G12.8
184214_s_at	---	Y17G9B.8
184215_at	---	Y73F8A.11
184216_at	sra-31	C56C10.5
184217_at	---	C34F11.1
184218_at	---	W06B11.1
184219_at	---	C07F11.2
184220_at	---	C56C10.4
184221_at	aat-7	F54D12.3
184222_s_at	---	W03F11.3
184223_at	---	R02F11.2
184224_at	---	Y45F10D.6
184225_at	---	F53G12.4
184226_at	---	F53G12.3
184227_at	---	Y47D3A.28
184228_at	---	F53G12.9
184229_at	---	Y37D8A.10
184230_at	srx-95	F41G3.11
184231_at	---	F33E11.2
184232_at	---	Y17G9A.3
184233_at	---	Y73F8A.30
184234_s_at	---	Y48B6A.12
184235_at	---	Y56A3A.16
184236_at	---	T24C12.4
184237_at	---	F43C11.8
184238_at	---	F49E10.4
184239_at	---	F27C1.11
184240_at	---	F53F10.1
184241_at	---	W01B11.1
184242_at	---	Y47H9C.10
184243_s_at	---	W01B11.3
184244_at	---	Y32B12B.2
184245_at	---	Y37D8A.18
184246_s_at	eif-3.H	C41D11.2
184247_at	---	F49D11.4
184248_at	cey-2	F46F11.2
184249_at	tbx-40	Y73F8A.17
184250_s_at	tbx-39 /// tbx-40	Y73F8A.16 /// Y73F8A.17
184251_at	---	---
184252_at	sgo-1	C33H5.15
184253_at	---	---
184254_at	---	C46H11.7
184255_at	---	---
184256_s_at	---	Y17G7B.17
184257_at	---	F27C1.13
184258_at	---	Y62E10A.3
184259_at	---	C15B12.4
184260_s_at	---	C15B12.4
184261_at	---	C16C8.14
184262_at	---	---
184263_at	---	F49D11.2
184264_at	---	Y17G7B.19
184265_at	---	R13D11.4
184266_at	sta-1	Y51H4A.17
184267_at	nhr-240	Y60A3A.15
184268_s_at	phat-2	C46H11.9
184269_at	---	C50E3.12
184270_s_at	---	---
184271_at	---	K02E7.11
184272_at	---	---
184273_at	srbc-65	Y32B12B.3
184274_at	---	Y32B12B.4
184275_at	---	---
184276_at	---	F46F11.6
184277_at	---	---
184278_at	---	R13D11.7
184279_at	---	Y17G9B.5
184280_at	---	C16C8.18
184281_at	---	C13F10.2
184282_s_at	---	Y59A8B.10
184283_at	---	Y51H4A.25
184284_s_at	---	Y51H4A.25 /// T28F3.9
184285_at	plsc-1	C04E12.7
184286_at	---	Y59A8B.13
184287_at	---	Y62E10A.6
184288_at	---	H14A12.3
184289_at	---	F22H10.3
184290_at	---	F22H10.5
184291_s_at	---	T24C12.3
184292_at	---	---
184293_at	npp-11	F53F10.5
184294_at	---	F43C11.5
184295_at	---	Y37H2A.11
184296_at	sru-2	C33A12.13
184297_at	str-149	Y32B12B.5
184298_at	---	Y59A8B.19
184299_at	---	C41D11.1
184300_s_at	---	F15E6.1 /// Y51H4A.12
184301_at	---	T24C12.1
184302_s_at	---	Y73F8A.12 /// Y73F8A.14
184303_at	---	Y51H4A.23
184304_at	---	Y73F8A.13
184305_at	---	C41D11.4
184306_at	---	Y51H4A.15
184307_at	bath-23	Y49F6C.5
184308_at	---	K11H12.7
184309_at	---	R05C11.2
184310_at	---	K11H12.3
184311_s_at	---	F55C12.4
184312_at	---	C04E12.5
184313_s_at	---	K11H12.4
184314_at	---	T26C12.2
184315_at	---	C13F10.1
184316_at	---	F15E11.4
184317_at	srbc-3	F35F10.2
184318_at	---	Y37D8A.22
184319_at	cpn-4	F49D11.8
184320_at	---	C14F11.4
184321_at	---	C13F10.6
184322_at	---	K08H10.2
184323_at	---	Y60A3A.14
184324_s_at	---	C13F10.4
184325_s_at	---	C13F10.7
184326_at	dhs-24	Y60A3A.10
184327_at	---	Y73F8A.31
184328_s_at	---	T26C12.6
184329_s_at	sta-1	Y51H4A.17
184330_at	---	C56C10.1
184331_at	---	F54D11.2
184332_at	fbxb-77	Y17G9B.7
184333_at	---	Y73F8A.27
184334_at	---	F56F11.2
184335_at	---	M01E10.2
184336_s_at	---	Y11D7A.12
184337_at	---	M01E10.3
184338_s_at	---	W06A11.2
184339_at	---	Y62H9A.11
184340_at	fbxb-22	Y56A3A.10
184341_at	---	C35D10.8
184342_at	---	F56F11.5
184343_at	---	F55C12.6
184344_s_at	---	Y57G7A.6
184345_at	---	Y73F8A.15
184346_at	dyci-1	C17H12.1
184347_at	---	F22H10.6
184348_at	---	C16C8.12
184349_at	---	H18N23.2
184350_s_at	sta-1	Y51H4A.17
184351_at	---	Y73F8A.18
184352_at	---	C17H12.6
184353_at	---	Y51H4A.22
184354_at	---	Y73F8A.35
184355_at	---	Y73F8A.10
184356_s_at	drh-1	F15B10.2
184357_at	---	F29B9.10
184358_at	---	Y59A8B.21
184359_at	srw-1	Y75B12B.7
184360_at	---	C15B12.2
184361_at	---	Y17G9B.1
184362_at	srh-233	Y113G7A.1
184363_at	---	F54D12.1
184364_at	fbxb-24	Y56A3A.15
184365_s_at	---	Y48E1C.1
184366_at	---	ZC204.11
184367_s_at	---	---
184368_at	---	Y43E12A.2
184369_s_at	ruvb-2	T22D1.10
184370_at	---	Y39D8A.1
184371_at	srx-121	C04E12.8
184372_at	---	H18N23.2
184373_at	---	Y75B7B.1
184374_at	---	---
184375_at	---	H10D12.2
184376_at	srab-16	R13D11.6
184377_at	jmjd-2	Y48B6A.11
184378_at	---	F54D12.5
184379_at	---	F49D11.9
184380_at	---	C35D10.3
184381_at	---	H22K11.4
184382_at	---	---
184383_at	---	C12D12.4
184384_s_at	---	Y17G9A.2
184385_at	---	C16C8.17
184386_at	---	C41D11.6
184387_at	---	H32C10.1
184388_at	---	Y46H3A.4
184389_at	---	Y23H5A.2
184390_at	---	---
184391_at	pqn-97	ZK488.10
184392_at	---	F43C11.2
184393_at	---	C33H5.13
184394_s_at	---	Y73F8A.24
184395_at	---	Y56A3A.22
184396_at	---	C46H11.2
184397_s_at	---	C46H11.2
184398_s_at	---	ZC204.14 /// W06A11.4
184399_at	---	Y26D4A.10
184400_at	---	F22H10.2
184401_at	---	F27C1.10
184402_at	---	K09D9.11
184403_at	---	---
184404_at	---	F39F10.5
184405_at	---	F22H10.4
184406_at	srz-64	Y57G7A.7
184407_at	---	Y48B6A.10
184408_at	hmg-1.1	Y48B6A.14
184409_s_at	hmg-1.1	Y48B6A.14
184410_at	---	C35D10.5
184411_at	---	C12D12.1
184412_at	---	Y57G7A.9
184413_at	---	Y23H5A.3
184414_at	---	Y46H3A.1
184415_at	---	R05D8.11
184416_s_at	---	W03F11.1
184417_s_at	---	Y47D3A.22
184418_at	---	K11H12.6
184419_at	sdz-33	Y56A3A.14
184420_at	---	Y17G7B.13
184421_at	---	W08A12.3
184422_at	---	R13D11.3
184423_at	---	R05C11.1
184424_at	---	F54D12.8
184425_at	fbxb-16	ZC204.10
184426_at	srsx-9	F26G5.10
184427_s_at	---	T23E7.2
184428_at	---	K11H12.8
184429_s_at	---	K11H12.8
184430_at	---	F54D12.6
184431_at	---	C18A11.3
184432_at	---	Y59A8B.12
184433_at	---	K04F10.1
184434_at	---	Y60A3A.16
184435_at	---	Y71A12B.8
184436_at	---	F58E1.12
184437_at	---	C46H11.6
184438_at	---	T20D4.11
184439_at	---	F35F10.5 /// C17B7.12
184440_at	---	Y18D10A.3
184441_at	---	Y32B12B.1
184442_at	---	---
184443_at	---	Y45F10D.2
184444_at	---	Y50C1A.1
184445_s_at	---	F33E11.3
184446_at	---	Y50C1A.2
184447_at	---	Y59A8B.22
184448_at	---	F41G3.10 /// F41G3.20
184449_at	---	Y56A3A.21
184450_at	fbxa-65	C17B7.11
184451_at	---	Y57G7A.1
184452_at	---	F56F11.1
184453_at	---	W06B11.3
184454_at	gck-3	Y59A8B.23
184455_at	---	Y49E10.24
184456_at	---	H17B01.3
184457_at	---	Y57A10B.3
184458_s_at	---	T19B10.4
184459_at	---	C50E3.10
184460_at	---	---
184461_s_at	---	---
184462_at	---	F46F11.7
184463_at	ndx-7	C43E11.7
184464_s_at	ndx-7	C43E11.7
184465_at	---	Y62H9A.14
184466_s_at	---	T19B10.4
184467_at	---	Y37H2A.10
184468_at	---	Y102A5C.4
184469_at	frs-3	Y60A3A.13
184470_at	---	Y75B8A.19
184471_at	---	F46F11.10
184472_s_at	---	F01F1.15
184473_at	---	Y53C10A.2
184474_at	srx-110	C46E10.6
184475_s_at	---	H17B01.4
184476_at	---	C40A11.9
184477_at	fbxa-106	Y59A8B.11
184478_at	---	Y71A12B.5
184479_s_at	---	Y51H1A.3
184480_at	---	C09G12.5
184481_at	---	F46F11.1
184482_at	---	K04F10.2
184483_at	---	Y60A3A.19
184484_s_at	---	Y106G6A.2
184485_at	---	F15E11.3
184486_at	bath-5	F59H6.11
184487_at	tag-322	C33H5.10
184488_s_at	exoc-7	C43E11.8
184489_s_at	---	C50E3.13
184490_at	---	Y51H4A.16
184491_at	---	C24H12.2
184492_s_at	---	B0379.2 /// Y106G6E.3
184493_at	---	M01E11.1
184494_at	---	ZC204.13
184495_at	---	F45C12.9
184496_s_at	---	W07B3.2
184497_at	lys-8	C17G10.5
184498_at	cco-2	Y37D8A.14
184499_at	---	Y50F7A.2
184500_s_at	---	C23H5.8
184501_at	---	C52E12.4
184502_s_at	---	---
184503_at	---	---
184504_s_at	---	Y73C8B.3
184505_s_at	---	Y37A1C.1
184506_at	---	W10G11.5
184507_at	---	C34F11.2
184508_s_at	---	W09G12.7
184509_at	srz-100	T25E12.11
184510_at	---	K04F10.6
184511_at	---	K11H12.5
184512_at	---	---
184513_at	---	Y49F6C.7
184514_at	gst-40	F56B3.10
184515_s_at	---	F43C11.9
184516_at	---	C46E10.3
184517_at	---	Y51H4A.21
184518_s_at	---	T28A11.3 /// C17B7.3
184519_s_at	---	K08F11.3
184520_at	---	M01E11.3
184521_at	---	Y73F8A.33
184522_at	---	F49F1.12
184523_at	srw-97	ZC204.15
184524_at	---	W06E11.1
184525_at	---	C17H12.2
184526_at	trp-4	Y71A12B.4
184527_at	---	H09I01.1
184528_at	---	F45C12.1
184529_at	---	F49E10.1
184530_at	---	W10G11.1
184531_s_at	---	W10G11.1
184532_at	---	W10G11.7
184533_at	---	C17H12.8
184534_s_at	---	C17H12.8
184535_s_at	---	T23B12.4
184536_at	---	F54D12.2
184537_at	---	Y49E10.10
184538_s_at	sta-1	Y51H4A.17
184539_at	math-18	C40A11.1
184540_at	tag-64	Y73F8A.19
184541_s_at	ssu-2	Y67A10A.6
184542_at	---	Y57G7A.5
184543_s_at	---	Y57G7A.5
184544_at	---	F45C12.6
184545_at	---	Y46G5A.26
184546_s_at	---	C34F11.8
184547_at	---	K12C11.3
184548_s_at	---	F58G11.1
184549_at	---	K05F6.10
184550_at	---	Y47D3A.11
184551_at	dpy-14	H27M09.4
184552_at	---	F38E1.10
184553_s_at	---	Y52B11A.9
184554_at	---	C39D10.1
184555_at	---	T20D4.12
184556_at	srbc-10	C18B10.2
184557_at	---	Y53F4B.36
184558_at	nlp-17	Y45F10A.5
184559_at	---	T08E11.8
184560_s_at	---	F16G10.9
184561_at	---	F07G11.4
184562_at	---	C18A11.2
184563_at	---	C10H11.7
184564_at	---	ZC404.11
184565_at	---	C18A11.4
184566_s_at	---	F29B9.11
184567_s_at	---	Y48G10A.4
184568_at	---	Y48G10A.2
184569_at	---	W08A12.4
184570_s_at	dsl-1	W09G12.4
184571_at	---	C56C10.9
184572_at	---	Y57A10B.1
184573_at	---	C12D12.5
184574_at	---	Y54G11B.1
184575_at	---	C12D12.3
184576_at	---	Y46B2A.1
184577_at	tbx-39	Y73F8A.16
184578_at	---	Y106G6A.2
184579_at	---	C04E12.4
184580_at	---	---
184581_s_at	---	---
184582_s_at	---	F57B9.10
184583_at	srx-19	T05A12.1
184584_at	---	C13A10.1
184585_at	---	Y46G5A.23
184586_s_at	chn-1	T09B4.10
184587_s_at	spl-1	Y66H1B.4
184588_at	---	Y57A10B.6
184589_at	---	Y9C9A.14
184590_at	---	C39D10.2
184591_at	---	W08E12.8
184592_at	---	Y39A1A.22
184593_at	---	Y75B8A.31
184594_at	sre-42	Y57A10B.4
184595_s_at	mmab-1	C26E6.11
184596_s_at	mec-17	F57H12.7
184597_at	---	E03H12.2
184598_at	---	F58E1.10
184599_at	---	---
184600_s_at	---	C01B10.6
184601_at	dnj-26	Y39C12A.8
184602_at	ugt-25	C10H11.3
184603_at	srbc-7	C18B10.4
184604_at	---	Y57A10C.9
184605_at	---	C01B10.8
184606_at	---	---
184607_at	cdh-8	F18F11.3
184608_s_at	imb-6	C49H3.10
184609_at	inx-21	Y47G6A.1
184610_at	---	Y49E10.23
184611_at	---	Y47G6A.4
184612_s_at	---	R08C7.10
184613_at	---	F07G11.3
184614_s_at	---	T26C11.4
184615_at	---	R06A10.1
184616_at	---	Y18D10A.4
184617_at	---	F20D6.10
184618_at	---	---
184619_at	---	F35D11.8
184620_at	---	F10E7.10
184621_at	srx-6	F07G11.8
184622_at	nspd-9	F26A1.10
184623_at	---	K01A2.10
184624_s_at	---	C25H3.10
184625_at	---	F58E1.13
184626_at	---	ZC404.10
184627_s_at	---	Y39A1A.21
184628_at	---	F59E12.8
184629_at	---	Y74E4A.1
184630_at	---	C18B10.6
184631_at	---	Y106G6D.1
184632_at	zyg-8	Y79H2A.11
184633_at	---	T28A11.5
184634_s_at	---	T28A11.5 /// C17B7.4
184635_at	egl-17	F38G1.2
184636_at	---	F48G7.10
184637_at	---	Y47G6A.7
184638_at	---	---
184639_s_at	---	W03F9.2
184640_at	---	F40E12.1
184641_at	---	Y106G6D.2
184642_at	spe-38	Y52B11A.1
184643_at	srbc-9	C18B10.3
184644_at	---	Y18D10A.1
184645_at	---	R06A10.3
184646_at	---	---
184647_at	srv-22	H04M03.9
184648_at	---	F35F11.1
184649_at	---	F33D11.5
184650_at	---	C08E3.12
184651_at	---	Y47D9A.3
184652_at	grsp-3	C34D4.11
184653_at	---	C43E11.2
184654_at	---	C01G10.13
184655_at	---	T21E12.5
184656_at	---	T19D12.3
184657_at	---	H20J04.3
184658_at	---	---
184659_at	sdz-32	Y49F6B.5
184660_at	fbxb-56	Y63D3A.10
184661_at	---	Y43F8C.11
184662_at	---	Y46G5A.29
184663_at	bath-2	F52C6.11
184664_at	---	T15B12.1
184665_at	---	Y18D10A.2
184666_at	pcaf-1	Y47G6A.6
184667_at	---	H27M09.3
184668_s_at	---	F54A5.3
184669_at	---	Y47D9A.5
184670_at	fbxb-112	Y49F6B.3
184671_at	---	T21E12.2
184672_at	---	F54A5.3
184673_at	---	---
184674_at	---	H10D18.2
184675_at	---	F53E10.3
184676_s_at	wrt-10	ZK1290.8
184677_at	fbxb-94	Y63D3A.11
184678_at	---	F35D11.1
184679_at	---	Y67A10A.7
184680_at	---	Y54E2A.10
184681_s_at	---	M01A10.3
184682_s_at	---	K09B11.10
184683_at	---	F46G11.1
184684_at	---	Y53F4B.27
184685_s_at	---	T08B2.12 /// C48E7.7
184686_at	sre-49	C50E10.9
184687_at	srx-47	E02C12.3
184688_at	---	Y49F6B.8
184689_at	---	F48G7.12
184690_at	srt-61	T27C10.1
184691_at	---	Y39A3B.3
184692_at	---	C42C1.12
184693_s_at	---	C32H11.8 /// C32H11.11
184694_at	lys-10	F17E9.11
184695_at	---	Y116A8A.3
184696_at	---	Y47D9A.4
