PROBEID	WORMBASE	UNIGENE	GENENAME	ALIAS	ENTREZID	display
187065_s_at	WBGene00013892	Cel.16167	Protein ZC434.4	ZC434.4	172902	ZC434.4
187066_at	WBGene00021908	Cel.9680	Protein Y55B1AR.4	Y55B1AR.4	190300	Y55B1AR.4
187067_at	WBGene00021813	Cel.9711	Protein Y53G8AR.6	Y53G8AR.6	175432	Y53G8AR.6
187068_at	WBGene00018155	Cel.34369	Protein F37C12.14	F37C12.14	185424	F37C12.14
187069_at	WBGene00013266	Cel.13886	Protein Y57A10A.26	Y57A10A.26	174868	Y57A10A.26
187070_at	WBGene00013641	Cel.28517	Protein Y105C5A.22	Y105C5A.22	190881	Y105C5A.22
187071_at	WBGene00010309	Cel.10375	Protein RPN-6.2	rpn-6.2	176273	rpn-6.2
187072_at	WBGene00007017	Cel.29541	Protein MDT-17	mdt-17	180325	mdt-17
187073_at	WBGene00013263	Cel.20697	Protein Y57A10A.23	Y57A10A.23	174863	Y57A10A.23
187074_at	WBGene00022310	Cel.7406	Protein Y77E11A.7	Y77E11A.7	176951	Y77E11A.7
187075_at	NA	NA	NA	NA	NA	187075_at
187076_at	WBGene00021141	Cel.14163	Protein CLEC-134	clec-134	189341	clec-134
187077_s_at	WBGene00013658	Cel.11687	Protein Y105C5B.19	Y105C5B.19	178450	Y105C5B.19
187078_at	WBGene00012890	Cel.11966	Protein LACT-9	lact-9	189927	lact-9
187079_at	WBGene00013323	Cel.11865	Protein Y57G11C.33	Y57G11C.33	178394	Y57G11C.33
187080_at	WBGene00022296	Cel.6590	Protein XPC-1	xpc-1	177002	xpc-1
187081_s_at	WBGene00006529	Cel.7257	Protein TBA-2	tba-2	173167	tba-2
187082_s_at	WBGene00003374	Cel.5557	Protein MLK-1	mlk-1	178895	mlk-1
187083_at	WBGene00013259	Cel.13893	Protein Y57A10A.16	Y57A10A.16	190338	Y57A10A.16
187084_at	WBGene00001758	Cel.34291	Protein GST-10	gst-10	178725	gst-10
187085_s_at	WBGene00001758	Cel.34291	Protein GST-10	gst-10	178725	gst-10
187085_s_at	WBGene00018911	Cel.34311	Protein F56A4.3	F56A4.3	186346	F56A4.3
187086_at	WBGene00013321	Cel.11867	Protein Y57G11C.31	Y57G11C.31	178396	Y57G11C.31
187087_at	WBGene00008398	Cel.19016	Protein D2005.3	D2005.3	183935	D2005.3
187088_at	WBGene00021907	Cel.29114	Protein Y55B1AR.3	Y55B1AR.3	190299	Y55B1AR.3
187089_s_at	WBGene00006977	Cel.38655	Protein ZIF-1	zif-1	176274	zif-1
187090_at	WBGene00019116	Cel.3276	Protein NHR-143	nhr-143	186626	nhr-143
187091_at	WBGene00013657	Cel.23445	Protein Y105C5B.18	Y105C5B.18	178449	Y105C5B.18
187092_s_at	WBGene00018006	Cel.8399	Protein HPO-3	hpo-3	172256	hpo-3
187093_at	WBGene00022042	Cel.7722	Protein Y65B4BR.5	Y65B4BR.5	171646	Y65B4BR.5
187094_s_at	WBGene00022042	Cel.7722	Protein Y65B4BR.5	Y65B4BR.5	171646	Y65B4BR.5
187095_at	WBGene00012600	Cel.14096	Protein Y38E10A.22	Y38E10A.22	189667	Y38E10A.22
187096_at	NA	NA	NA	NA	NA	187096_at
187097_at	WBGene00013257	Cel.28311	Protein Y57A10A.14	Y57A10A.14	190337	Y57A10A.14
187098_at	NA	NA	NA	NA	NA	187098_at
187099_s_at	WBGene00006450	Cel.16913	Protein TAG-77	tag-77	177656	tag-77
187100_s_at	WBGene00013256	Cel.8527	Protein Y57A10A.13	Y57A10A.13	174858	Y57A10A.13
187101_at	WBGene00013824	Cel.28551	Protein Y116F11B.8	Y116F11B.8	191020	Y116F11B.8
187102_at	WBGene00011633	Cel.14411	Protein T09A5.4	T09A5.4	188310	T09A5.4
187103_s_at	WBGene00013761	Cel.1449	Protein Y113G7B.11	Y113G7B.11	180322	Y113G7B.11
187104_s_at	WBGene00013738	Cel.7451	Protein ELPC-2	elpc-2	176687	elpc-2
187105_at	WBGene00021143	Cel.14161	Protein CLEC-132	clec-132	173706	clec-132
187106_s_at	WBGene00012984	Cel.14043	Protein Y48B6A.13	Y48B6A.13	175078	Y48B6A.13
187107_s_at	WBGene00013721	Cel.16195	Protein Y106G6H.9	Y106G6H.9	190927	Y106G6H.9
187108_at	WBGene00013507	Cel.16325	Protein Y71A12B.10	Y71A12B.10	190580	Y71A12B.10
187109_s_at	WBGene00016735	Cel.8139	Protein FHOD-1	fhod-1	172133	fhod-1
187110_at	NA	NA	NA	NA	NA	187110_at
187111_at	WBGene00021903	Cel.32916	Protein Y55B1AL.1	Y55B1AL.1	3565913	Y55B1AL.1
187112_s_at	WBGene00013322	Cel.11866	Protein Y57G11C.32	Y57G11C.32	178393	Y57G11C.32
187113_at	WBGene00000160	Cel.22457	Protein APB-1	apb-1	175376	apb-1
187114_at	WBGene00022457	Cel.20297	Protein Y110A7A.7	Y110A7A.7	190947	Y110A7A.7
187115_at	WBGene00012598	Cel.28112	Protein Y38E10A.20	Y38E10A.20	189665	Y38E10A.20
187116_s_at	WBGene00007197	Cel.5441	Protein B0513.5	B0513.5	178350	B0513.5
187117_at	WBGene00011645	Cel.6785	Protein T09B9.4	T09B9.4	181190	T09B9.4
187118_s_at	WBGene00018700	Cel.18010	Protein F52E1.13	F52E1.13	179225	F52E1.13
187119_at	WBGene00021457	Cel.28134	Protein Y39F10C.1	Y39F10C.1	189761	Y39F10C.1
187120_at	WBGene00005854	Cel.27477	Protein SRW-107	srw-107	187831	srw-107
187121_at	WBGene00013643	Cel.11703	Protein Y105C5A.24	Y105C5A.24	190882	Y105C5A.24
187122_at	WBGene00013270	Cel.13883	Protein Y57A10A.31	Y57A10A.31	174872	Y57A10A.31
187123_at	WBGene00011644	Cel.376	Protein T09B9.3	T09B9.3	188321	T09B9.3
187124_s_at	WBGene00019285	Cel.22907	Protein CBN-1	cbn-1	173423	cbn-1
187125_s_at	WBGene00001227	Cel.7352	Protein EIF-3.D	eif-3.D	176268	eif-3.D
187126_at	WBGene00021953	Cel.11891	Protein Y55H10A.2	Y55H10A.2	190324	Y55H10A.2
187127_s_at	WBGene00021953	Cel.11891	Protein Y55H10A.2	Y55H10A.2	190324	Y55H10A.2
187128_at	WBGene00021453	Cel.28133	Protein Y39F10A.2	Y39F10A.2	189758	Y39F10A.2
187129_at	WBGene00011646	Cel.27643	Protein T09B9.5	T09B9.5	188322	T09B9.5
187130_at	WBGene00013261	Cel.23921	Protein SINH-1	sinh-1	190339	sinh-1
187131_at	WBGene00013726	Cel.16191	Protein Y106G6H.16	Y106G6H.16	172927	Y106G6H.16
187132_at	NA	NA	NA	NA	NA	187132_at
187133_at	WBGene00007017	Cel.29541	Protein MDT-17	mdt-17	180325	mdt-17
187134_s_at	WBGene00022292	Cel.9265	Protein Y75D11A.3	Y75D11A.3	180499	Y75D11A.3
187134_s_at	WBGene00022291	Cel.33144	Protein Y75D11A.2	Y75D11A.2	190722	Y75D11A.2
187135_at	WBGene00021643	Cel.29689	Protein Y47G6A.17	Y47G6A.17	3565260	Y47G6A.17
187136_s_at	WBGene00018657	Cel.6200	Protein ACL-4	acl-4	180519	acl-4
187137_at	WBGene00021144	Cel.14160	Protein CLEC-130	clec-130	173705	clec-130
187138_at	WBGene00013738	Cel.7451	Protein ELPC-2	elpc-2	176687	elpc-2
187139_s_at	WBGene00008951	Cel.5593	Protein F19C6.2	F19C6.2	181213	F19C6.2
187140_s_at	WBGene00015628	Cel.13546	Protein BEST-6	best-6	177270	best-6
187141_at	WBGene00000276	Cel.34166	Protein BYN-1	byn-1	175968	byn-1
187142_at	WBGene00014029	Cel.9537	Protein ZK637.12	ZK637.12	176262	ZK637.12
187143_s_at	WBGene00014029	Cel.9537	Protein ZK637.12	ZK637.12	176262	ZK637.12
187143_s_at	WBGene00014032	Cel.23961	Protein ZK637.15	ZK637.15	191371	ZK637.15
187144_at	WBGene00006739	Cel.22587	Protein ULP-4	ulp-4	174307	ulp-4
187145_at	WBGene00021444	Cel.19939	Protein Y39A3CR.3	Y39A3CR.3	175332	Y39A3CR.3
187146_s_at	WBGene00013232	Cel.7440	Protein FAAH-4	faah-4	176620	faah-4
187147_at	WBGene00021391	Cel.1873	Protein Y38A10A.6	Y38A10A.6	178996	Y38A10A.6
187148_at	NA	NA	NA	NA	NA	187148_at
187149_at	WBGene00013270	Cel.13883	Protein Y57A10A.31	Y57A10A.31	174872	Y57A10A.31
187150_at	WBGene00013762	Cel.28531	Protein Y113G7B.12	Y113G7B.12	190975	Y113G7B.12
187151_s_at	WBGene00010040	Cel.10433	Protein F54C8.7	F54C8.7	176326	F54C8.7
187152_at	WBGene00022459	Cel.6353	Protein Y110A7A.9	Y110A7A.9	172144	Y110A7A.9
187153_s_at	WBGene00000545	Cel.9832	Protein CLP-4	clp-4	175326	clp-4
187154_at	WBGene00013380	Cel.11843	Protein Y62E10A.14	Y62E10A.14	178305	Y62E10A.14
187155_at	WBGene00021815	Cel.9710	Protein Y53G8AR.8	Y53G8AR.8	175431	Y53G8AR.8
187156_at	WBGene00021565	Cel.1736	Protein Y45G12C.1	Y45G12C.1	189931	Y45G12C.1
187157_at	WBGene00013268	Cel.13885	Protein Y57A10A.28	Y57A10A.28	190342	Y57A10A.28
187158_at	WBGene00018050	Cel.24151	Protein CLEC-139	clec-139	185283	clec-139
187159_at	WBGene00014075	Cel.9515	Protein ZK757.4	ZK757.4	191420	ZK757.4
187160_at	WBGene00007859	Cel.25977	Protein MRPS-31	mrps-31	183104	mrps-31
187161_s_at	WBGene00011300	Cel.10161	Protein R107.5	R107.5	176279	R107.5
187162_s_at	WBGene00021389	Cel.1875	Protein Y38A10A.2	Y38A10A.2	178994	Y38A10A.2
187163_at	WBGene00007009	Cel.7528	Protein WWP-1	wwp-1	171647	wwp-1
187164_at	WBGene00013265	Cel.13887	Protein Y57A10A.25	Y57A10A.25	174866	Y57A10A.25
187165_at	WBGene00016181	Cel.13451	Protein C28C12.11	C28C12.11	177650	C28C12.11
187166_at	WBGene00013261	Cel.23921	Protein SINH-1	sinh-1	190339	sinh-1
187167_at	NA	NA	NA	NA	NA	187167_at
187168_s_at	WBGene00015321	Cel.25656	Protein FBXC-38	fbxc-38	182103	fbxc-38
187169_s_at	WBGene00006734	Cel.7502	Protein UFD-2	ufd-2	174295	ufd-2
187170_at	WBGene00010314	Cel.16903	Protein F59B2.12	F59B2.12	176276	F59B2.12
187171_s_at	WBGene00000001	Cel.8667	Protein AAP-1	aap-1	172141	aap-1
187172_at	WBGene00044406	Cel.30806	Protein F02A9.7	F02A9.7	3564852	F02A9.7
187173_at	WBGene00012460	Cel.14141	Protein DHPS-1	dhps-1	174840	dhps-1
187174_at	WBGene00016371	Cel.13399	Protein C33H5.2	C33H5.2	183184	C33H5.2
187175_s_at	WBGene00003132	Cel.5455	Protein MAT-1	mat-1	172145	mat-1
187176_s_at	WBGene00017073	Cel.4907	Protein D2096.6	D2096.6	177633	D2096.6
187177_at	WBGene00015747	Cel.10847	Protein C13G5.2	C13G5.2	176208	C13G5.2
187178_s_at	WBGene00017054	Cel.13215	Protein GSTK-2	gstk-2	177498	gstk-2
187179_at	WBGene00014255	Cel.28707	Protein ZK1320.5	ZK1320.5	191564	ZK1320.5
187180_at	WBGene00016644	Cel.8183	Protein C44C1.5	C44C1.5	180450	C44C1.5
187181_at	WBGene00003580	Cel.8834	Protein NDX-3	ndx-3	173857	ndx-3
187182_at	WBGene00017136	Cel.15545	Protein CCPP-6	ccpp-6	184043	ccpp-6
187183_s_at	WBGene00010320	Cel.14912	Protein F59B10.4	F59B10.4	174616	F59B10.4
187184_s_at	WBGene00018967	Cel.5656	Protein F56D2.6	F56D2.6	175771	F56D2.6
187185_at	WBGene00022115	Cel.20307	Protein Y71F9AL.10	Y71F9AL.10	171852	Y71F9AL.10
187186_at	WBGene00014251	Cel.35643	Protein GSTK-1	gstk-1	191563	gstk-1
187187_at	WBGene00022117	Cel.28404	Protein Y71F9AL.12	Y71F9AL.12	190588	Y71F9AL.12
187188_s_at	WBGene00001371	Cel.15303	Protein EXL-1	exl-1	175100	exl-1
187189_at	NA	NA	NA	NA	NA	187189_at
187190_at	WBGene00010318	Cel.27088	Protein F59B10.2	F59B10.2	186598	F59B10.2
187191_at	WBGene00015410	Cel.8902	Protein TBC-6	tbc-6	182185	tbc-6
187192_at	WBGene00219375	Cel.40108	Protein C02B8.12	C02B8.12	13221698	C02B8.12
187193_at	WBGene00011509	Cel.4963	Protein T05H10.4	T05H10.4	174293	T05H10.4
187194_at	WBGene00017237	Cel.17557	Protein POLE-2	pole-2	177673	pole-2
187195_at	WBGene00021830	Cel.16365	Protein Y54E10A.10	Y54E10A.10	171892	Y54E10A.10
187196_at	WBGene00021833	Cel.28282	Protein Y54E10A.13	Y54E10A.13	190259	Y54E10A.13
187197_s_at	NA	NA	NA	NA	NA	187197_s_at
187198_s_at	WBGene00000413	Cel.5316	Protein CDT-1	cdt-1	171896	cdt-1
187199_at	WBGene00015322	Cel.11507	Protein C02B8.3	C02B8.3	182104	C02B8.3
187200_s_at	WBGene00017119	Cel.6756	Protein E04A4.5	E04A4.5	177242	E04A4.5
187201_s_at	WBGene00021834	Cel.17492	Protein MAB-31	mab-31	171898	mab-31
187202_s_at	WBGene00003583	Cel.23290	Protein NDX-6	ndx-6	173916	ndx-6
187203_at	WBGene00015558	Cel.32938	Protein C06G4.4	C06G4.4	182344	C06G4.4
187204_at	WBGene00021831	Cel.8824	Protein Y54E10A.11	Y54E10A.11	171893	Y54E10A.11
187205_s_at	WBGene00016200	Cel.17497	Protein DPFF-1	dpff-1	175832	dpff-1
187206_at	WBGene00011872	Cel.10011	Protein T20G5.10	T20G5.10	176435	T20G5.10
187207_at	WBGene00000542	Cel.17311	Protein CLP-1	clp-1	176122	clp-1
187208_at	WBGene00000766	Cel.5898	Protein COQ-6	coq-6	179316	coq-6
187209_at	WBGene00015334	Cel.10915	Protein C02C2.5	C02C2.5	182108	C02C2.5
187210_at	WBGene00014017	Cel.18050	Protein ZK632.10	ZK632.10	176395	ZK632.10
187211_at	WBGene00020894	Cel.14649	Protein T28D9.1	T28D9.1	174074	T28D9.1
187212_at	WBGene00008174	Cel.10694	Protein C48B4.11	C48B4.11	183569	C48B4.11
187213_at	WBGene00017134	Cel.15546	Protein EEED8.3	EEED8.3	184042	EEED8.3
187214_at	WBGene00016199	Cel.10784	Protein C28H8.8	C28H8.8	182998	C28H8.8
187215_at	WBGene00008001	Cel.10736	Protein C38C10.3	C38C10.3	183309	C38C10.3
187216_s_at	WBGene00017028	Cel.6121	Protein D1044.2	D1044.2	175761	D1044.2
187217_at	WBGene00014938	Cel.20668	Protein MDT-9	mdt-9	4927037	mdt-9
187218_at	WBGene00011119	Cel.10210	Protein R07E5.13	R07E5.13	259500	R07E5.13
187219_at	WBGene00007925	Cel.10761	Protein C34C12.6	C34C12.6	175452	C34C12.6
187220_at	WBGene00017031	Cel.34215	Protein D1044.6	D1044.6	175762	D1044.6
187221_at	WBGene00009381	Cel.26682	Protein F34H10.4	F34H10.4	185245	F34H10.4
187222_at	WBGene00017027	Cel.10669	Protein D1044.1	D1044.1	175763	D1044.1
187223_at	WBGene00019943	Cel.8929	Protein R07G3.7	R07G3.7	187685	R07G3.7
187224_at	WBGene00008513	Cel.10636	Protein F02A9.1	F02A9.1	184071	F02A9.1
187225_s_at	WBGene00008513	Cel.10636	Protein F02A9.1	F02A9.1	184071	F02A9.1
187226_at	WBGene00017693	Cel.26544	Protein FLP-23	flp-23	184812	flp-23
187227_at	WBGene00004404	Cel.20716	Protein ROM-5	rom-5	190260	rom-5
187228_at	WBGene00003888	Cel.14613	Protein OSM-8	osm-8	187684	osm-8
187229_s_at	WBGene00021832	Cel.16364	Protein Y54E10A.12	Y54E10A.12	171894	Y54E10A.12
187230_at	WBGene00020896	Cel.14265	Protein T28D9.4	T28D9.4	174070	T28D9.4
187231_at	WBGene00000546	Cel.28460	Protein CLP-6	clp-6	190738	clp-6
187232_at	WBGene00015320	Cel.39030	Protein C02B8.1	C02B8.1	181072	C02B8.1
187233_s_at	WBGene00000547	Cel.17424	Protein CLP-7	clp-7	176953	clp-7
187234_s_at	WBGene00022445	Cel.13841	Protein Y110A2AL.9	Y110A2AL.9	173632	Y110A2AL.9
187235_at	WBGene00015079	Cel.23565	Protein B0244.4	B0244.4	181875	B0244.4
187236_at	WBGene00013828	Cel.29461	Protein Y116F11B.13	Y116F11B.13	191024	Y116F11B.13
187237_at	WBGene00022699	Cel.9575	Protein ZK353.3	ZK353.3	191287	ZK353.3
187238_at	WBGene00009925	Cel.24635	Protein F52B11.2	F52B11.2	178364	F52B11.2
187239_at	WBGene00018421	Cel.10471	Protein F44E2.8	F44E2.8	176246	F44E2.8
187240_s_at	WBGene00018914	Cel.27013	Protein F56A4.6	F56A4.6	186349	F56A4.6
187240_s_at	WBGene00021574	Cel.27013	Protein Y45G12C.11	Y45G12C.11	189939	Y45G12C.11
187241_s_at	WBGene00007627	Cel.34042	Protein CCDC-55	ccdc-55	175533	ccdc-55
187242_at	WBGene00010322	Cel.5932	Protein F59B10.6	F59B10.6	174617	F59B10.6
187243_at	WBGene00003993	Cel.10928	Protein PGL-2	pgl-2	182022	pgl-2
187244_at	WBGene00015059	Cel.16078	Protein B0228.1	B0228.1	181861	B0228.1
187245_s_at	WBGene00014253	Cel.20695	Protein ZK1320.3	ZK1320.3	174521	ZK1320.3
187246_s_at	WBGene00019498	Cel.14785	Protein K07E8.7	K07E8.7	173456	K07E8.7
187247_at	WBGene00010321	Cel.14911	Protein F59B10.5	F59B10.5	186599	F59B10.5
187248_at	WBGene00006811	Cel.5930	Protein UNC-79	unc-79	3565180	unc-79
187248_at	WBGene00006811	Cel.39168	Protein UNC-79	unc-79	3565180	unc-79
187249_s_at	WBGene00000799	Cel.10308	Protein CRN-6	crn-6	176316	crn-6
187250_at	WBGene00014018	Cel.9544	Protein ZK632.11	ZK632.11	176396	ZK632.11
187251_at	WBGene00015155	Cel.8153	Protein B0353.1	B0353.1	175209	B0353.1
187252_s_at	WBGene00016194	Cel.17690	Protein C28H8.3	C28H8.3	175834	C28H8.3
187253_at	NA	NA	NA	NA	NA	187253_at
187254_at	WBGene00022698	Cel.9576	Protein ZK353.2	ZK353.2	191286	ZK353.2
187255_at	WBGene00001241	Cel.13217	Protein ELO-3	elo-3	183948	elo-3
187256_at	WBGene00007629	Cel.10827	Protein C16C10.9	C16C10.9	182682	C16C10.9
187257_s_at	WBGene00004049	Cel.1174	Protein PME-1	pme-1	266823	pme-1
187258_at	WBGene00016913	Cel.20145	Protein LAM-2	lam-2	180980	lam-2
187259_at	WBGene00016198	Cel.10785	Protein C28H8.7	C28H8.7	182997	C28H8.7
187260_s_at	WBGene00014252	Cel.13682	Protein ZK1320.2	ZK1320.2	174520	ZK1320.2
187261_s_at	WBGene00015064	Cel.16075	Protein B0228.7	B0228.7	174252	B0228.7
187262_at	WBGene00011813	Cel.10042	Protein T16H12.3	T16H12.3	188560	T16H12.3
187263_at	WBGene00015386	Cel.10904	Protein C03B8.3	C03B8.3	182155	C03B8.3
187264_at	WBGene00008173	Cel.23640	Protein C48B4.10	C48B4.10	183568	C48B4.10
187265_at	WBGene00017934	Cel.13042	Protein F30B5.4	F30B5.4	177185	F30B5.4
187266_at	WBGene00006662	Cel.17711	Protein TWK-7	twk-7	192073	twk-7
187267_at	WBGene00016977	Cel.38678	Protein C56G2.1	C56G2.1	175898	C56G2.1
187268_at	WBGene00017694	Cel.26545	Protein F22B7.3	F22B7.3	184813	F22B7.3
187269_at	WBGene00020927	Cel.9945	Protein W02B3.7	W02B3.7	189107	W02B3.7
187270_at	WBGene00007923	Cel.20653	Protein C34C12.4	C34C12.4	183200	C34C12.4
187271_at	WBGene00021959	Cel.1635	Protein Y57E12AL.6	Y57E12AL.6	179092	Y57E12AL.6
187272_s_at	WBGene00018420	Cel.17388	Protein F44E2.7	F44E2.7	176245	F44E2.7
187273_at	WBGene00017679	Cel.3948	Protein F21F8.5	F21F8.5	184788	F21F8.5
187274_at	WBGene00007270	Cel.10902	Protein C03C10.4	C03C10.4	175526	C03C10.4
187275_at	WBGene00008379	Cel.4312	Protein SECS-1	secs-1	179498	secs-1
187276_s_at	WBGene00011819	Cel.30810	Protein T16H12.11	T16H12.11	3564857	T16H12.11
187277_s_at	WBGene00017774	Cel.6695	Protein F25B5.2	F25B5.2	175845	F25B5.2
187278_at	WBGene00016196	Cel.10787	Protein C28H8.5	C28H8.5	182996	C28H8.5
187279_at	WBGene00015373	Cel.25669	Protein C03B1.2	C03B1.2	182145	C03B1.2
187280_s_at	WBGene00004094	Cel.29621	Protein PPW-2	ppw-2	172152	ppw-2
187281_at	WBGene00021839	Cel.16357	Protein NDUF-5	nduf-5	266824	nduf-5
187282_at	WBGene00017698	Cel.7563	Protein F22B7.9	F22B7.9	176213	F22B7.9
187283_at	WBGene00022444	Cel.13842	Protein Y110A2AL.7	Y110A2AL.7	190938	Y110A2AL.7
187284_at	WBGene00007926	Cel.25998	Protein C34C12.7	C34C12.7	183201	C34C12.7
187285_at	WBGene00015349	Cel.31151	Protein C02F5.6	C02F5.6	176159	C02F5.6
187286_at	WBGene00017215	Cel.15509	Protein F07F6.1	F07F6.1	173928	F07F6.1
187287_at	WBGene00022442	Cel.13844	Protein Y110A2AL.5	Y110A2AL.5	190936	Y110A2AL.5
187288_s_at	WBGene00019941	Cel.5727	Protein PGAM-5	pgam-5	174231	pgam-5
187289_at	WBGene00015136	Cel.16057	Protein B0304.4	B0304.4	181918	B0304.4
187290_at	WBGene00017216	Cel.30642	Protein F07F6.2	F07F6.2	184147	F07F6.2
187291_at	WBGene00020927	Cel.9945	Protein W02B3.7	W02B3.7	189107	W02B3.7
187292_s_at	WBGene00007332	Cel.6119	Protein C05C10.5	C05C10.5	174551	C05C10.5
187293_at	WBGene00020924	Cel.9947	Protein W02B3.4	W02B3.4	189104	W02B3.4
187294_at	WBGene00016192	Cel.10789	Protein C28H8.1	C28H8.1	175838	C28H8.1
187295_at	WBGene00015208	Cel.16024	Protein B0495.9	B0495.9	174247	B0495.9
187296_at	WBGene00003035	Cel.9542	Protein LIN-52	lin-52	176393	lin-52
187296_at	WBGene00003035	Cel.39332	Protein LIN-52	lin-52	176393	lin-52
187297_s_at	WBGene00015206	Cel.17071	Protein B0495.7	B0495.7	174245	B0495.7
187298_at	WBGene00015063	Cel.20295	Protein B0228.6	B0228.6	174251	B0228.6
187299_at	WBGene00018612	Cel.6215	Protein F48E8.6	F48E8.6	175748	F48E8.6
187300_s_at	WBGene00017916	Cel.19405	Protein F29A7.6	F29A7.6	173618	F29A7.6
187301_s_at	WBGene00022157	Cel.21770	Protein Y71G12B.22	Y71G12B.22	190603	Y71G12B.22
187301_s_at	WBGene00013829	Cel.29376	Protein Y116F11B.14	Y116F11B.14	191025	Y116F11B.14
187302_at	WBGene00018136	Cel.32952	Protein F37A4.6	F37A4.6	185405	F37A4.6
187303_at	WBGene00015375	Cel.11494	Protein C03B1.4	C03B1.4	182147	C03B1.4
187304_s_at	WBGene00016500	Cel.8909	Protein TAG-253	tag-253	179163	tag-253
187305_at	WBGene00015345	Cel.23582	Protein C02F5.2	C02F5.2	182121	C02F5.2
187306_at	WBGene00018133	Cel.10530	Protein F37A4.3	F37A4.3	185403	F37A4.3
187307_at	WBGene00002231	Cel.7545	Protein KNL-1	knl-1	176164	knl-1
187308_at	WBGene00015061	Cel.16929	Protein CPNA-2	cpna-2	174250	cpna-2
187309_at	WBGene00014229	Cel.9494	Protein ZK1128.3	ZK1128.3	191527	ZK1128.3
187310_at	WBGene00013827	Cel.28552	Protein Y116F11B.11	Y116F11B.11	191023	Y116F11B.11
187311_at	WBGene00017692	Cel.10585	Protein F22B7.1	F22B7.1	184811	F22B7.1
187312_at	WBGene00022440	Cel.13846	Protein Y110A2AL.3	Y110A2AL.3	173633	Y110A2AL.3
187313_s_at	WBGene00022464	Cel.11551	Protein Y110A7A.19	Y110A7A.19	172153	Y110A7A.19
187314_at	WBGene00016978	Cel.34373	Protein C56G2.3	C56G2.3	183866	C56G2.3
187315_s_at	WBGene00015061	Cel.16929	Protein CPNA-2	cpna-2	174250	cpna-2
187316_s_at	WBGene00016981	Cel.20046	Protein C56G2.7	C56G2.7	3565888	C56G2.7
187317_s_at	WBGene00015734	Cel.17346	Protein C13B9.3	C13B9.3	175940	C13B9.3
187318_at	WBGene00003055	Cel.7767	Protein LON-1	lon-1	175753	lon-1
187319_at	WBGene00016169	Cel.24001	Protein C27F2.7	C27F2.7	259768	C27F2.7
187320_at	WBGene00015374	Cel.36830	Protein C03B1.3	C03B1.3	182146	C03B1.3
187321_s_at	WBGene00022463	Cel.5353	Protein ELPC-1	elpc-1	172143	elpc-1
187322_at	WBGene00015378	Cel.40035	Protein C03B1.7	C03B1.7	182149	C03B1.7
187323_at	WBGene00008741	Cel.6600	Protein F13D12.6	F13D12.6	174802	F13D12.6
187324_at	WBGene00015379	Cel.36829	Protein C03B1.9	C03B1.9	182150	C03B1.9
187325_at	WBGene00015065	Cel.16074	Protein B0228.8	B0228.8	181864	B0228.8
187326_at	WBGene00015377	Cel.11492	Protein C03B1.6	C03B1.6	180911	C03B1.6
187327_at	WBGene00015733	Cel.36783	Protein C13B9.2	C13B9.2	266887	C13B9.2
187328_s_at	WBGene00002169	Cel.32167	Protein ISW-1	isw-1	175944	isw-1
187329_at	WBGene00020560	Cel.10025	Protein T19C3.2	T19C3.2	175215	T19C3.2
187330_at	WBGene00022460	Cel.16187	Protein USE-1	use-1	172140	use-1
187331_at	WBGene00017776	Cel.37528	Protein F25B5.5	F25B5.5	175841	F25B5.5
187332_s_at	WBGene00016496	Cel.17532	Protein C37C3.2	C37C3.2	179165	C37C3.2
187333_at	WBGene00020923	Cel.29115	Protein W02B3.3	W02B3.3	189103	W02B3.3
187334_at	WBGene00015066	Cel.16073	Protein B0228.9	B0228.9	181865	B0228.9
187335_at	WBGene00016183	Cel.25939	Protein C28F5.1	C28F5.1	182984	C28F5.1
187336_at	WBGene00022462	Cel.17755	Protein Y110A7A.15	Y110A7A.15	172142	Y110A7A.15
187337_at	WBGene00016315	Cel.15733	Protein C32D5.7	C32D5.7	174047	C32D5.7
187338_at	WBGene00016678	Cel.9082	Protein C45G9.7	C45G9.7	175685	C45G9.7
187339_s_at	WBGene00016313	Cel.6996	Protein SET-4	set-4	174045	set-4
187340_s_at	WBGene00001688	Cel.8150	Protein GPR-1	gpr-1	176210	gpr-1
187340_s_at	WBGene00001689	Cel.23377	Protein GPR-2	gpr-2	176318	gpr-2
187341_s_at	WBGene00015104	Cel.10967	Protein B0280.9	B0280.9	175994	B0280.9
187342_s_at	WBGene00018893	Cel.18625	Protein TAG-345	tag-345	172226	tag-345
187343_at	WBGene00015292	Cel.36834	Protein C01C4.2	C01C4.2	182065	C01C4.2
187344_at	WBGene00011816	Cel.27720	Protein SRT-55	srt-55	188561	srt-55
187345_at	WBGene00021956	Cel.1638	Protein Y57E12AL.1	Y57E12AL.1	179093	Y57E12AL.1
187346_at	WBGene00007624	Cel.38719	Protein WAGO-9	wago-9	175535	wago-9
187347_at	WBGene00005059	Cel.36942	Protein SRA-33	sra-33	181920	sra-33
187348_at	WBGene00007623	Cel.34039	Protein C16C10.2	C16C10.2	175536	C16C10.2
187349_at	WBGene00015205	Cel.16026	Protein MOA-2	moa-2	182004	moa-2
187350_at	WBGene00004316	Cel.10527	Protein RBF-1	rbf-1	175943	rbf-1
187351_at	WBGene00022443	Cel.23946	Protein Y110A2AL.6	Y110A2AL.6	190937	Y110A2AL.6
187352_at	WBGene00016676	Cel.26088	Protein C45G9.5	C45G9.5	175686	C45G9.5
